event_name,event_link,event_description,start_date_and_time,end_date_and_time,event_location,event_organizer,event_contact,event_cost,event_type
14th Annual Día de los Muertos Festival,http://www.mainstreetcanogapark.org,"The annual street festival is a traditional cultural event that celebrates the ancient Mexican and Central American traditions of paying homage to loved ones who have passed.  Festivities are continuous all day in historic Downtown Canoga Park, recipient of the All-American City Award, and showcase live musical entertainment, vendors, international foods, calaveras, artists’ exhibits, altar displays, a children’s art pavilion, and a large classic car show.

For more details visit our websites, mainstreetcanogapark.org, and cpwhchamber.org
",11/02/2014 10:00:00 AM,11/02/2014 05:00:00 PM,,"Main Street Canoga Park, Canoga Park Chamber of Commerce",818-884-4222,Free,"Culture & Community, Holiday Celebration, Family Friendly, Free!, Fairs & Festivals"
1st Thursday San Pedro Art Walk,http://www.1stthursday.com,"On the first Thursday of each month, the artists, entertainers, and business people of San Pedro celebrate the arts with an evening of open galleries, studios, street vendors, and live entertainment in the Downtown San Pedro Arts District.  Downtown San Pedro is magically transformed into a village of creativity surrounded by historical architecture, including the magnificent Warner Grand Theatre, quaint restaurants and cafes, plus plenty of places to shop for unusual items and gifts. Bring the whole family for an enjoyable evening in this seaside village.    
",11/06/2014 05:00:00 PM,11/06/2014 09:00:00 PM,,San Pedro Peninsula Chamber of Commerce,,free,"Family Friendly, Culture & Community, Arts & Antiques, Free!"
International Family Film Festival (IFFF),http://www.iffilmfest.org,"The festival promotes socially responsible films and screenplays, suitable for a general audience, which express a fundamental respect for the positive values of life.

Event takes place November 7 - 9
",11/07/2014 10:00:00 AM,11/09/2014 10:00:00 PM,,International Family Film Festival,818-230-2672,"$10 General, $8 Members","Family Friendly, Fairs & Festivals, Culture & Community"
Annual City of Los Angeles & Battleship USS Iowa Veterans Appreciation Festival,http://www.pacificbattleship.com,"Built in 1940, the USS Iowa (BB-61) served our country for over 50 years. Designated the “World's Greatest Naval Ship” due to her big guns, heavy armor, fast speed, longevity and modernization, she kept pace with technology for more than 50 years. USS Iowa is now transforming into the most interactive and educational museum of its kind. The festival will show our appreciation for all that this nation’s veterans have done to protect our freedoms. The free events is for the whole family and will include live music, a resource fair, free food, and loads of activities!

Time to be announced, please check website for details
",11/08/2014 12:00:00 AM,11/08/2014 12:00:00 AM,,"Port of Los Angeles, Battleship USSIowa",310-732-3508,Free,"Family Friendly, Free!, Fairs & Festivals"
Autumn Festival,http://www.aquariumofpacific.org,"Experience the cultures of Asia during the Aquarium of the Pacific’s thirteenth annual Autumn Festival. The traditions and cultures of Japan, China, Korea, and the Philippines are highlighted. The festival features traditional music, dance, acrobatics, martial arts, cultural exhibits, crafts, and ethnic cuisine.

Event takes place November 8 & 9
",11/08/2014 09:00:00 AM,11/09/2014 05:00:00 PM,,Aquarium of the Pacific,562-590-3100,"$28.95 Adults, $25.95 Seniors, $14.95 Children (3 -11), Free children under 3 and Aquarium members","Family Friendly, Fairs & Festivals, Culture & Community"
American Indian Arts Marketplace,http://www.theautry.org,"Southern California’s Largest American Indian Arts Market! More than 180 Native American artists will be in Los Angeles this November for the Autry’s annual Marketplace. Featuring the finest in contemporary and traditional American Indian arts, the festival includes more than 25,000 square feet of exhibition space, artist demonstrations, music, dance, and food.

Event takes place November 8 & 9, time to be announced, please check website for details
",11/08/2014 12:00:00 AM,11/09/2014 12:00:00 AM,,The Autry National Center,"323-667-2000,",To be announced,"Family Friendly, Arts & Antiques, Culture & Community"
Pomona Art Walk,http://www.metropomona.com,"The Downtown Pomona Arts Colony has an art walk every second and last Saturday of the month that brings big crowds to stroll the streets. Over a dozen galleries host receptions and open houses to showcase their latest exhibits and artists. Music, food, wine, and art throughout the evening. 

This event takes place on November 8 & 29
",11/08/2014 03:00:00 PM,11/08/2014 11:00:00 PM,,Pomona Arts Colony,909-469-1121,Free,"Culture & Community, Art & Antiques, Free!"
Pomona Art Walk,http://www.metropomona.com,"The Downtown Pomona Arts Colony has an art walk every second and last Saturday of the month that brings big crowds to stroll the streets. Over a dozen galleries host receptions and open houses to showcase their latest exhibits and artists. Music, food, wine, and art throughout the evening. 

This event takes place on November 8 & 29
",11/29/2014 03:00:00 PM,11/29/2014 11:00:00 PM,,Pomona Arts Colony,909-469-1121,Free,"Culture & Community, Art & Antiques, Free!"
Downtown Art Walk,http://www.downtownartwalk.org,"The Downtown Art Walk is a monthly, self-guided tour of the art exhibition venues in Downtown Los Angeles, including commercial art galleries, public museums, nonprofit spaces, and grassroots arts venues. The event brings together art lovers and community friends to the ever-evolving Downtown Los Angeles.
",11/13/2014 12:00:00 PM,11/13/2014 10:00:00 PM,,Downtown LA Art Walk,,Free,"Culture & Community, Art & Antiques, Free!"
Pershing Square Downtown on Ice Outdoor Skating Rink,http://www.pershingsquareicerink.com,"Situated amid the Downtown Los Angeles skyscrapers, the rink will be open for ice skating daily, including holidays. There will also be a variety of free activities, including live concerts, youth programs, and special events. 

Skating takes place November 13 - January 19, Mondays through Thursdays, 11:30 a.m. – 9:30 p.m., Fridays through Sundays, 10:00 a.m. - 11:00 p.m.
",11/13/2014 12:00:00 AM,01/19/2015 12:00:00 AM,,City of Los Angeles Department of Recreation and Parks,213-624-4289,$8 per hour,"Great Outdoors, Family Friendly"
Bones and Blues,http://www.wlcac.org,"Bones and Blues is a monthly concert series featuring live blues and jazz music, domino tournaments, and a hearty barbecue dinner.
",11/28/2014 08:00:00 PM,11/28/2014 11:00:00 PM,,Watts Labor Community Action Committee (WLCAC),323-563-5639,"$25 Door, $15 Pre-sale",Culture & Community
1st Thursday San Pedro Art Walk,http://www.1stthursday.com,"On the first Thursday of each month, the artists, entertainers, and business people of San Pedro celebrate the arts with an evening of open galleries, studios, street vendors, and live entertainment in the Downtown San Pedro Arts District.  Downtown San Pedro is magically transformed into a village of creativity surrounded by historical architecture, including the magnificent Warner Grand Theatre, quaint restaurants and cafes, plus plenty of places to shop for unusual items and gifts. Bring the whole family for an enjoyable evening in this seaside village.    
",12/04/2014 05:00:00 PM,12/04/2014 09:00:00 PM,,San Pedro Peninsula Chamber of Commerce,,free,"Family Friendly, Culture & Community, Arts & Antiques, Free!"
Annual Holiday Boutique,http://www.mcgroartyartscenter.org,"Find affordable, quality gifts for everyone one your list. The McGroarty Arts Center presents the finest local artists and artisans, carefully selected to sell their hand-crafted work. Original paintings, photographs, soaps, lotions, and jewelry are just some of the treasures you'll find. Live musicians provide ambient music on harp, piano, flute, guitar, and violin throughout the day. The chili bowl sale offers a great deal on hand-made ceramic bowls, created on-site by the McGroarty Ceramics Department. Choose your favorite bowl and fill it with the chili of your choice. Select from hundreds of different bowls and dozens of chili recipes with all the fixings. Don't forget to visit the bake sale for hot cocoa and dessert!
    ",12/06/2014 10:00:00 AM,12/06/2014 05:00:00 PM,,McGroarty Arts Center,818-352-5285,Free,"Arts & Antiques, Family Friendly, Free!"
Undiscovered Chinatown Tour,http://www.chinatownla.com,"Tours take visitors to a number of off-the-beaten-track points of cultural and historical interest, and will guide those interested in shopping to some of Chinatown’s best bargains and trendiest shops. RSVP via email at info@chinatownla.com.    
",12/06/2014 10:30:00 AM,12/06/2014 01:00:00 PM,,Chinatown Business Improvement District,213-680-0243,$20 ,"Culture & Community, Tour LA, Family Friendly"
Holiday Festival and Tree Lighting,http://www.pico-rivera.org,"Join your family and friends for this festive event featuring an array of activities such as a sled and snow play area, arts and crafts, food, special performances by the El Rancho High School Choraleers, a dance recital, and a visit from Santa Claus. Santa will be available to pose for pictures with children and accept their letters. The event will close with the lighting of the Civic Center Holiday Tree.   
",12/06/2014 12:00:00 PM,12/06/2014 05:00:00 PM,,City of Pico Rivera,,Free,"Family Friendly, Free!, Holiday Celebration, Fairs & Festivals, Culture & Community"
Wilmington Winter Wonderland,http://www.portoflosangeles.org,"Snow in Wilmington? Yes, tons of it! Activities include face painting, a story booth, jumpers, and more.
   ",12/06/2014 01:00:00 PM,12/06/2014 03:00:00 PM,,Port of Los Angeles,310-732-3508,Free,"Family Friendly, Great Outdoors, Free!"
Port of Los Angeles Holiday Afloat Parade,http://www.portoflosangeles.org,"The parade begins in the East Basin of Wilmington and takes approximately 90 minutes to cover the entire parade route up the Port’s Main Channel. Spectators may view the procession from several points along the Port’s Main Channel.
   ",12/06/2014 06:00:00 PM,12/06/2014 09:00:00 PM,,Port of Los Angeles,310-732-3508,Free,"Family Friendly, Great Outdoors, Holiday Celebration, Free!"
Victorian Christmas at the Banning Museum,http://www.thebanningmuseum.org,"This family event will feature authentic, Victorian-style seasonal decorations, including Christmas trees with handmade ornaments. The event is a presentation of the holiday season as it was celebrated 150 years ago, including holiday-themed entertainment and strolling carolers, readings of Victorian Christmas stories, ornament making sessions, hot cider, and cookies. A complimentary horse-drawn trolley will take visitors to the nearby Drum Barracks Museum for a Civil War Christmas.

This event takes place on December 6 & 7
   ",12/06/2014 11:00:00 AM,12/07/2014 04:00:00 PM,,Friends of Banning Museum,310-548-7777,Free,"Family Friendly, Culture & Community, Arts & Antiques, Free!, Holiday Celebration"
Civil War Christmas Celebration,http://www.drumbarracks.org,"Experience an authentic replica of a Civil War-era holiday celebration, complete with rustic handmade toys, ornaments, and other decorations. Entertainment including seasonal tunes will be played on a restored 1864 Steinway box grand piano. A horse-drawn trolley will take visitors to the nearby Banning Residence Museum to experience its Victorian Christmas program.

This event takes place on December 6 & 7
   ",12/06/2014 11:00:00 AM,12/07/2014 04:00:00 PM,,Drum Barracks Civil War Museum,310-548-7509,Free,"Family Friendly, Culture & Community, Free!, Holiday Celebration, Arts & Antiques"
