LocationType,Location Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Tennis Courts,Cheviot Hills Tennis Courts,2551,,,Motor,Ave,,,,,,,,"Los Angeles
CA 90064
(34.0445, -118.406)",CA,90064,http://www.laparks.org/dos/sports/tennis/facility/cheviotHillsTC.htm,(310) 836-8879,5,34.044504,-118.406333
Tennis Courts,Victory - Vineland Tennis Courts,11117,,,Victory,Blvd,,,,,,,,"North Hollywood
CA 91606
(34.1869, -118.373)",CA,91606,http://www.laparks.org/dos/reccenter/facility/victoryVinelandRC.htm,(818) 985-9516,2,34.186926,-118.3727
Tennis Courts,Peck Park Tennis Courts,560,,N,Western,Ave,,,,,,,,"San Pedro
CA 90732
(33.751, -118.306)",CA,90732,http://www.laparks.org/dos/reccenter/facility/peckParkComCtr.htm,(310) 548-7580,15,33.751038,-118.306167
Tennis Courts,Oakwood Tennis Courts,767,,,California,Ave,,,,,,,,"Venice
CA 90291
(33.995, -118.464)",CA,90291,http://www.laparks.org/dos/reccenter/facility/oakwoodRC.htm,(310) 452-7479,11,33.994954,-118.463982
Tennis Courts,Lanark Tennis Courts,21816,,,Lanark,St,,,,,,,,"Canoga Park
CA 91304
(34.217, -118.603)",CA,91304,http://www.laparks.org/dos/reccenter/facility/lanarkRC.htm,(818) 883-1503,3,34.217028,-118.602518
Tennis Courts,Echo Park Tennis Courts,1632,,,Bellevue,Ave,,,,,,,,"Los Angeles
CA 90026
(34.0686, -118.261)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 250-3578,13,34.068609,-118.260597
Tennis Courts,Studio City Tennis Courts,12621,,,Rye,St,,,,,,,,"Studio City
CA 91604
(34.1514, -118.408)",CA,91604,http://www.laparks.org/dos/reccenter/facility/studioCityRC.htm,(818) 769-4415,2,34.15137297,-118.4079843
Tennis Courts,Griffith Park - Park Drive Tennis Courts,4669,,,Crystal Springs,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1331, -118.283)",CA,90027,http://www.laparks.org/dos/parks/griffithpk/tennis.htm,(323) 913-4688,4,34.133139,-118.282567
Tennis Courts,Hazard Tennis Courts,2230,,,Norfolk,St,,,,,,,,"Los Angeles
CA 90033
(34.0607, -118.201)",CA,90033,http://www.laparks.org/dos/reccenter/facility/hazardRC.htm,(213) 485-6839,14,34.06067723,-118.2008547
Tennis Courts,South Park Tennis Courts,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/parks/facility/southPk.htm,(213) 847-6746,9,33.99664406,-118.268573
Tennis Courts,Shatto Tennis Courts,3191,,W,4th,St,,,,,,,,"Los Angeles
CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Tennis Courts,Sun Valley Tennis Courts,8133,,,Vineland,Ave,,,,,,,,"Sun Valley
CA 91352
(34.2184, -118.371)",CA,91352,http://www.laparks.org/dos/reccenter/facility/sunValleyRC.htm,(818) 767-6151,6,34.21844465,-118.3705312
Tennis Courts,Encino Park Tennis Courts,16953,,,Ventura,Blvd,,,,,,,,"Encino
CA 91316
(34.1615, -118.503)",CA,91316,http://www.laparks.org/dos/parks/facility/encinoPk.htm,(818) 995-1690,5,34.161489,-118.503031
Tennis Courts,Montecito Heights Tennis Courts,4545,,,Homer,St,,,,,,,,"Los Angeles
CA 90031
(34.0958, -118.204)",CA,90031,http://www.laparks.org/dos/reccenter/facility/montecitoHeightsRC.htm,(213) 485-5148,1,34.09578,-118.204152
Tennis Courts,Glassell Park Tennis Courts,3650,,,Verdugo,Rd,,,,,,,,"Los Angeles
CA 90065
(34.1155, -118.234)",CA,90065,http://www.laparks.org/dos/reccenter/facility/glassellParkRC.htm,(323) 257-1863,1,34.115486,-118.234129
Tennis Courts,Hermon / Arroyo Seco Tennis Courts,5566,,,Via Marisol,,,,,,,,,"Los Angeles
CA 90042
(34.1044, -118.187)",CA,90042,http://www.laparks.org/dos/parks/facility/arroyoSPk.htm,(213) 485-5054,14,34.104402,-118.187327
Tennis Courts,Saint Andrews Tennis Courts,8701,,,Saint Andrews,Pl,,,,,,,,"Los Angeles
CA 90047
(33.9597, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/stAndrewsRC.htm,(213) 485-1751,8,33.95973995,-118.3114526
Tennis Courts,Van Ness Tennis Courts,5720,,,2nd,Ave,,,,,,,,"Los Angeles
CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Tennis Courts,Glen Alla Park Tennis Courts,4601,,,Alla,Rd,,,,,,,,"Los Angeles
CA 90292
(33.9834, -118.432)",CA,90292,http://www.laparks.org/dos/parks/facility/glenAllaPk.htm,(310) 396-1615,11,33.983388,-118.431679
Tennis Courts,North Hollywood Tennis Courts,11430,,,Chandler,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.1663, -118.38)",CA,91601,http://www.laparks.org/dos/reccenter/facility/northHollywoodRC.htm,(818) 763-7651,2,34.166348,-118.379563
Tennis Courts,Jackie Tatum / Harvard Tennis Courts,1535,,W,62nd,St,,,,,,,,"Los Angeles
CA 90047
(33.9833, -118.304)",CA,90047,http://www.laparks.org/dos/reccenter/facility/jackieTatumRC.htm,(323) 778-2579,8,33.98334823,-118.303593
Tennis Courts,Eagle Rock Tennis Courts,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles
CA 90041
(34.1428, -118.186)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142774,-118.186455
Tennis Courts,Branford Tennis Courts,13310,,,Branford,St,,,,,,,,"Arleta
CA 91311
(34.233, -118.424)",CA,91311,http://www.laparks.org/dos/reccenter/facility/branfordRC.htm,(818) 893-4923,6,34.23304056,-118.4239358
Tennis Courts,Westchester Tennis Courts,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles
CA 90045
(33.9596, -118.415)",CA,90045,http://www.laparks.org/dos/sports/tennis/facility/westchesterTC.htm,(310) 649-4886,11,33.959629,-118.415188
Tennis Courts,Sepulveda Tennis Courts,8801,,,Kester,Ave,,,,,,,,"Panorama City
CA 91405
(34.2301, -118.458)",CA,91405,http://www.laparks.org/dos/reccenter/facility/sepulvedaRC.htm,(818) 893-3700,6,34.23005873,-118.4575623
Tennis Courts,Palisades Tennis Courts,851,,,Alma Real,Dr,,,,,,,,"Pacific Palisades
CA 90272
(34.0421, -118.524)",CA,90272,http://www.laparks.org/dos/sports/tennis/facility/pacificpalisadesTC.htm,(323) 644-3536,11,34.042087,-118.523909
Tennis Courts,Runnymede Tennis Courts,20200,,,Runnymede,St,,,,,,,,"Winnetka
CA 91306
(34.2059, -118.573)",CA,91306,http://www.laparks.org/dos/parks/facility/runnymedePk.htm,(818) 883-6641,3,34.20585859,-118.5732396
Tennis Courts,Van Nuys Recreation Center Tennis Courts,14301,,,Vanowen,St,,,,,,,,"Van Nuys
CA 91405
(34.1941, -118.445)",CA,91405,http://www.laparks.org/dos/reccenter/facility/VanNuysRC.htm,(818) 756-8131,6,34.19405925,-118.4446325
Tennis Courts,Van Nuys Sherman Oaks Tennis Courts,14201,,,Huston,St,,,,,,,,"Sherman Oaks
CA 91423
(34.1598, -118.444)",CA,91423,http://www.laparks.org/dos/sports/tennis/facility/vanNuys_SO_TC.htm,(818) 756-8400,4,34.159767,-118.444205
Tennis Courts,Balboa Tennis Courts,17015,,,Burbank,Blvd,,,,,,,,"Encino
CA 91316
(34.1723, -118.504)",CA,91316,http://www.laparks.org/dos/sports/tennis/facility/balboaTC.htm,(818) 995-6570,6,34.17234506,-118.5039331
Tennis Courts,Knapp Ranch Tennis Courts,25000,,,Kittridge,St,,,,,,,,"West Hills
CA 91307
(34.1892, -118.659)",CA,91307,http://www.laparks.org/dos/parks/facility/knappRanchPk.htm,(818) 883-6641,12,34.189237,-118.658999
Tennis Courts,Griffith Park - Vermont Canyon Tennis Courts,2715,,,Vermont,Cyn,,,,,,,,"Los Angeles
CA 90027
(34.121, -118.294)",CA,90027,http://www.laparks.org/dos/sports/tennis/facility/vermontcynTC.htm,(323) 664-3521,4,34.121019,-118.293574
Tennis Courts,Barrington Tennis Courts,333,,S,Barrington,Ave,,,,,,,,"Los Angeles
CA 90049
(34.0614, -118.469)",CA,90049,http://www.laparks.org/dos/reccenter/facility/barringtonRC.htm,(310) 476-4866,11,34.06137723,-118.4686951
Tennis Courts,Lake View Terrace Tennis Courts,11075,,,Foothill,Blvd,,,,,,,,"Lake View Terrace
CA 91342
(34.2747, -118.372)",CA,91342,http://www.laparks.org/dos/reccenter/facility/lakeviewTerraceRC.htm,(818) 899-8087,7,34.27465645,-118.3715831
Tennis Courts,Lafayette Tennis Courts,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles
CA 90057
(34.0612, -118.284)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.061193,-118.283801
Tennis Courts,Reseda Tennis Courts,18411,,,Victory,Blvd,,,,,,,,"Reseda
CA 91335
(34.1872, -118.533)",CA,91335,http://www.laparks.org/dos/reccenter/facility/resedaRC.htm,(818) 881-3882,3,34.187245,-118.533028
Tennis Courts,John Quimby Park Tennis Courts,7008,,,De Soto,Ave,,,,,,,,"Los Angeles
CA 91306
(34.1991, -118.588)",CA,91306,http://www.laparks.org/dos/parks/facility/quimbyJPk.htm,(818) 883-6641,3,34.199133,-118.5877
Tennis Courts,109th Street Tennis Courts,1464,,E,109th,St,,,,,,,,"Los Angeles
CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Tennis Courts,Lincoln Park Tennis Courts,3501,,,Valley,Blvd,,,,,,,,"Los Angeles
CA 90031
(34.0676, -118.199)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnParkRC.htm,(213) 847-1726,1,34.067618,-118.199275
Tennis Courts,Penmar Tennis Courts,1341,,,Lake,St,,,,,,,,"Venice
CA 90291
(34.0071, -118.456)",CA,90291,http://www.laparks.org/dos/reccenter/facility/penmarRC.htm,(310) 396-8735,11,34.007124,-118.456177
Tennis Courts,Poinsettia Tennis Courts,7341,,,Willoughy,Ave,,,,,,,,"Los Angeles
CA 90046
(34.0883, -118.349)",CA,90046,http://www.laparks.org/dos/reccenter/facility/poinsettiaRC.htm,(323) 512-8234,5,34.088311,-118.348969
Tennis Courts,Rustic Canyon Tennis Courts,601,,,Latimer,Rd,,,,,,,,"Pacific Palisades
CA 90402
(34.0377, -118.515)",CA,90402,http://www.laparks.org/dos/reccenter/facility/rusticCanyonRC.htm,(310) 454-5734,11,34.03770624,-118.5145222
Tennis Courts,Rancho Cienega - Arthur Ashe Tennis Courts,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0219, -118.35)",CA,90016,http://www.laparks.org/dos/sports/tennis/facility/arthurasheTC.htm,(323) 290-3141,10,34.02193,-118.34971
Tennis Courts,Granada Hills Tennis Courts,16730,,,Chatsworth,St,,,,,,,,"Granada Hills
CA 91344
(34.2614, -118.498)",CA,91344,http://www.laparks.org/dos/reccenter/facility/granadaHillsRC.htm,(818) 363-3556,12,34.261431,-118.49757
Tennis Courts,Elysian Park Tennis Courts,929,,,Academy,Rd,,,,,,,,"Los Angeles
CA 90012
(34.0797, -118.236)",CA,90012,,(213) 485-5054,13,34.079661,-118.236145
Tennis Courts,Northridge Tennis Courts,18300,,W,Lemarsh,St,,,,,,,,"Northridge
CA 91324
(34.2553, -118.532)",CA,91324,http://www.laparks.org/dos/reccenter/facility/northridgeRC.htm,(818) 349-7341,12,34.25529,-118.53226
Tennis Courts,Westwood Tennis Courts,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles
CA 90024
(34.0534, -118.449)",CA,90024,http://www.laparks.org/dos/sports/tennis/facility/westwoodTC.htm,(310) 575-8299,5,34.053422,-118.449
Tennis Courts,Valley Plaza Tennis Courts,12240,,,Archwood,St,,,,,,,,"North Hollywood
CA 91606
(34.1891, -118.4)",CA,91606,http://www.laparks.org/dos/reccenter/facility/valleyPlazaRC.htm,(818) 765-5885,2,34.189082,-118.400399
Tennis Courts,Ross Snyder Tennis Courts,1501,,E,41st,St,,,,,,,,"Los Angeles
CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Tennis Courts,Stoner Tennis Courts,1835,,,Stoner,Ave,,,,,,,,"Los Angeles
CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Tennis Courts,Banning Tennis Courts,1331,,,Eubank,Ave,,,,,,,,"Wilmington
CA 90744
(33.7909, -118.257)",CA,90744,http://www.laparks.org/dos/reccenter/facility/banningRC.htm,(310) 548-7776,15,33.790926,-118.256938
Tennis Courts,Jim Gilliam Tennis Courts,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles
CA 90008
(34.0143, -118.355)",CA,90008,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,(323) 291-5928,10,34.014327,-118.355029
Tennis Courts,Yosemite Tennis Courts,1840,,,Yosemite,Dr,,,,,,,,"Los Angeles
CA 90041
(34.1337, -118.208)",CA,90041,http://www.laparks.org/dos/reccenter/facility/yosemiteRC.htm,(323) 257-1644,14,34.133742,-118.20819
Tennis Courts,Ralph C. Daniels Field Tennis Courts,845,,W,12th,St,,,,,,,,"San Pedro
CA 90731
(33.7329, -118.296)",CA,90731,http://www.laparks.org/dos/reccenter/facility/danFharSC.htm,(310) 548-7728,15,33.732934,-118.296371
Tennis Courts,Queen Anne Tennis Courts,1240,,,West,Blvd,,,,,,,,"Los Angeles
CA 90019
(34.0516, -118.332)",CA,90019,http://www.laparks.org/dos/reccenter/facility/queenAnneRC.htm,(323) 857-1180,10,34.051562,-118.332171
Tennis Courts,Algin Sutton Tennis Courts,8800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957778,-118.285546
Tennis Courts,Loren Miller Tennis Courts,2717,,,Halldale,Ave,,,,,,,,"Los Angeles
CA 90018
(34.0305, -118.304)",CA,90018,http://www.laparks.org/dos/reccenter/facility/lorenMillerRC.htm,(323) 734-1302,8,34.030545,-118.303731
Tennis Courts,Ritchie Valens Tennis Courts,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2662, -118.439)",CA,91331,http://www.laparks.org/dos/reccenter/facility/ritchievalensRC.htm,(818) 834-5172,7,34.266202,-118.438754
Tennis Courts,Woodland Hills Tennis Courts,5858,,,Shoup,Ave,,,,,,,,"Woodland Hills
CA 91367
(34.1759, -118.614)",CA,91367,http://www.laparks.org/dos/reccenter/facility/woodlandHillsRC.htm,(818) 883-9370,3,34.175927,-118.614495
Tennis Courts,Mar Vista Tennis Courts,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles
CA 90066
(34.0179, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.01785493,-118.4294632
Tennis Courts,Griffith Park - Riverside Tennis Courts,3401,,,Riverside,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1163, -118.27)",CA,90027,http://www.laparks.org/dos/sports/tennis/facility/riversideTC.htm,(323) 661-5318,4,34.116327,-118.270274
Tennis Courts,Green Meadows Tennis Courts,431,,E,89th,St,,,,,,,,"Los Angeles
CA 90003
(33.9562, -118.269)",CA,90003,http://www.laparks.org/dos/reccenter/facility/greenMeadowsRC.htm,(323) 565-4242,9,33.956221,-118.268762
Tennis Courts,Sylmar Tennis Courts,13109,,,Borden,Ave,,,,,,,,"Sylmar
CA 91342
(34.3083, -118.445)",CA,91342,http://www.laparks.org/dos/parks/facility/sylmarPk.htm,(818) 367-5656,7,34.30827253,-118.4445011
Tennis Courts,Sycamore Grove Tennis Courts,4702,,N,Figueroa,St,,,,,,,,"Los Angeles
CA 90042
(34.1015, -118.201)",CA,90042,http://www.laparks.org/dos/parks/facility/sycamorePk.htm,(323) 255-0370,1,34.101465,-118.201347
Theatre,W. M. Keck Amphitheatre,3990,,,Bill Robertson,Ln,,,,,,,,"Los Angeles
CA 90037
(34.0116, -118.289)",CA,90037,http://www.laparks.org/expo/theatre.htm,(213) 764-0114,9,34.011595,-118.289314
Theatre,Greek Theatre,2700,,N,Vermont,Ave,,,,,,,,"Los Angeles
CA 90027
(34.1197, -118.296)",CA,90027,http://www.laparks.org/dos/parks/griffithPK/greekthtr.htm,(323) 665-5857,4,34.119739,-118.296131
Universally Accessible Playgrounds,Barry A. Sanders Sports Field,6300,,,Balboa,Blvd,,,,,,,,"Van Nuys
CA 91316
(34.1867, -118.501)",CA,91316,http://www.laparks.org/dos/parks/facility/lakeBalboaPk.htm,(818) 756-8060,6,34.186672,-118.50107
Universally Accessible Playgrounds,Rosecrans Park,840,,W,149th,St,,,,,,,,"Gardena
CA 90247
(33.8968, -118.291)",CA,90247,http://www.laparks.org/dos/reccenter/facility/rosecransRC.htm,(310) 327-3653,15,33.8967552,-118.29132
Universally Accessible Playgrounds,Glen Alla Park,4601,,,Alla,Rd,,,,,,,,"Los Angeles
CA 90292
(33.9844, -118.431)",CA,90292,http://www.laparks.org/dos/parks/facility/glenAllaPk.htm,(310) 396-1615,11,33.984438,-118.431009
Universally Accessible Playgrounds,De Garmo Park,10110,,W,Arminta,St,,,,,,,,"Sun Valley
CA 91352
(34.2147, -118.352)",CA,91352,http://www.laparks.org/dos/parks/facility/deGarmoPk.htm,(818) 506-7456,2,34.214719,-118.352383
Universally Accessible Playgrounds,Westwood Park - Aidan's Place,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles
CA 90025
(34.0527, -118.448)",CA,90025,http://www.laparks.org/dos/playground/facility/westwoodUAPRC.htm,(310) 473-3610,5,34.052676,-118.448107
Universally Accessible Playgrounds,Dearborn Park,17141,,,Nordhoff,St,,,,,,,,"Northridge
CA 91330
(34.2358, -118.508)",CA,91330,http://www.laparks.org/dos/parks/facility/dearbornPk.htm,(818) 363-8343,12,34.23581729,-118.507668
Universally Accessible Playgrounds,Shadow Ranch Park,22633,,,Vanowen,St,,,,,,,,"West Hills
CA 91307
(34.1939, -118.62)",CA,91307,http://www.laparks.org/dos/parks/facility/shadowranchPk.htm,(818) 883-3637,12,34.19390248,-118.6197081
Universally Accessible Playgrounds,Jaime Beth Slavin Park,7965,,N,Whitsett,Ave,,,,,,,,"Sun Valley
CA 91605
(34.2154, -118.407)",CA,91605,http://www.laparks.org/dos/parks/facility/slavinPk.htm,(818) 506-7456,2,34.215402,-118.407169
Universally Accessible Playgrounds,Mason Park,10500,,,Mason,Ave,,,,,,,,"Chatsworth
CA 91311
(34.2609, -118.58)",CA,91311,http://www.laparks.org/dos/parks/facility/masonPk.htm,(818) 998-6377,12,34.26093639,-118.5796615
Universally Accessible Playgrounds,Westside Neighborhood Park,3085,,,Clyde,Ave,,,,,,,,"Los Angeles
CA 90016
(34.0291, -118.37)",CA,90016,http://www.laparks.org/dos/parks/facility/westsideNeighborhoodPk.htm,(323) 292-6622,10,34.029093,-118.36998
Universally Accessible Playgrounds,Ritchie Valens Park,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2658, -118.439)",CA,91331,http://www.laparks.org/dos/parks/facility/ritchieValensPk.htm,(818) 834-5172,7,34.265782,-118.439137
Universally Accessible Playgrounds,Westchester Recreation Center,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles
CA 90045
(33.9596, -118.414)",CA,90045,http://www.laparks.org/dos/reccenter/facility/westchesterRC.htm,(310) 670-7473,11,33.95956137,-118.4138213
Universally Accessible Playgrounds,Pan Pacific Park - Renee's Place,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles
CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/playground/facility/panPacificUAPPk.htm,(323) 939-8874,4,34.07487935,-118.3549473
Universally Accessible Playgrounds,Van Nuys  Sherman Oaks Recreation Center,14201,,,Huston,St,,,,,,,,"Sherman Oaks
CA 91423
(34.1595, -118.443)",CA,91423,http://www.laparks.org/dos/reccenter/facility/vanNuysSORC.htm,(818) 783-5121,4,34.15952933,-118.4425227
Universally Accessible Playgrounds,Lincoln Park,3501,,,Valley,Blvd,,,,,,,,"Los Angeles
CA 90031
(34.0656, -118.202)",CA,90031,http://www.laparks.org/dos/parks/facility/lincolnPk.htm,(213) 847-1726,1,34.06561417,-118.2018369
Universally Accessible Playgrounds,Tobias Avenue Park,9122,,N,Tobias,Ave,,,,,,,,"Panorama City
CA 91402
(34.2363, -118.452)",CA,91402,http://www.laparks.org/dos/parks/facility/tobiasPk.htm,(818) 506-7456,6,34.23634,-118.45151
Universally Accessible Playgrounds,South Park Recreation Center,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.997417,-118.267651
Universally Accessible Playgrounds,Wilshire Crest Elementary School Universal Access Playground,5241,,W,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90036
(34.058, -118.344)",CA,90036,http://www.laparks.org/dos/playground/facility/wilshireUAPk.htm,(213) 485-5572,4,34.057987,-118.343595
Universally Accessible Playgrounds,Lake Street Park,227,,N,Lake,St,,,,,,,,"Los Angeles
CA 90057
(34.0687, -118.27)",CA,90057,http://www.laparks.org/dos/parks/facility/lakeStPk.htm,(213) 207-2196,13,34.06874703,-118.270384
Universally Accessible Playgrounds,Valley Glen Community Park,,,,Erwin,St,,,,,Ethel,Ave,,"Van Nuys
CA 91436
(34.183, -118.418)",CA,91436,http://www.laparks.org/dos/parks/facility/valleyGlenPk.htm,(818) 766-8445,2,34.182953,-118.418285
Universally Accessible Playgrounds,Griffith Park - Shane's Inspiration Park,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1351, -118.285)",CA,90027,http://www.laparks.org/dos/playground/facility/griffithUAPk.htm,(323) 913-4688,4,34.135083,-118.284647
Universally Accessible Playgrounds,Studio City Recreation Center (Beeman Park),12621,,,Rye,St,,,,,,,,"Studio City
CA 91604
(34.1514, -118.408)",CA,91604,http://www.laparks.org/dos/reccenter/facility/studioCityRC.htm,(818) 769-4415,2,34.15137297,-118.4079843
Universally Accessible Playgrounds,Hansen Dam Park,11770,,,Foothill,Blvd,,,,,,,,"Lake View Terrace
CA 91342
(34.2738, -118.383)",CA,91342,http://www.laparks.org/dos/reccenter/facility/hansendamRC.htm,(818) 899-4537,7,34.273758,-118.383484
Universally Accessible Playgrounds,Hazard Recreation Center,2230,,,Norfolk,St,,,,,,,,"Los Angeles
CA 90033
(34.0603, -118.201)",CA,90033,http://www.laparks.org/dos/reccenter/facility/hazardRC.htm,(213) 485-6839,14,34.060295,-118.200702
Universally Accessible Playgrounds,Rio De Los Angeles State Park,1900,,N,San Fernando,Rd,,,,,,,,"Los Angeles
CA 90065
(34.1011, -118.237)",CA,90065,http://www.laparks.org/dos/reccenter/facility/riodeLosAngeles.htm,(323) 276-3015,1,34.101135,-118.236579
Universally Accessible Playgrounds,Ken Malloy Harbor Regional Park,25820,,S,Vermont,Ave,,,,,,,,"Harbor City
CA 90710
(33.7877, -118.295)",CA,90710,http://www.laparks.org/dos/parks/facility/kenMalloyHarborPk.htm,(310) 548-7529,15,33.787682,-118.295031
Universally Accessible Playgrounds,Anthony C. Beilenson Park,6200,,,Balboa,Blvd,,,,,,,,"Encino
CA 91316
(34.1816, -118.501)",CA,91316,http://www.laparks.org/dos/aquatic/balboa/index.htm,(818) 756-8060,6,34.181624,-118.500922
Universally Accessible Playgrounds,Benny H. Potter West Adams Avenues Memorial Park,2413,,,2nd,Ave,,,,,,,,"Los Angeles
CA 90018
(34.035, -118.319)",CA,90018,http://www.laparks.org/dos/parks/facility/bennyHPotterPk.htm,(323) 373-9483,10,34.035039,-118.318677
