Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Project,Reference Number,Reference Number Type,Project Location,City Agencies Lobbied,Lobbying Firm Quarterly Report
Arnie Berghoff & Associates,,,,"National Strategies, LLC on behalf of OHL USA, Inc.",,3,2014,Representation with regard to procurement opportunities with the City,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18207
Arnie Berghoff & Associates,,,,"Niche Technology US, Inc.",,3,2014,,,APC,,Police (LAPD),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18207
M & B Associates,,,,Landry Design Group,,3,2014,Water Connection Issue involving Fire Water Services,,APC,1818 S. Sepulveda Avenue,"Mayor, Office of | City Council (incl. Districts and Committees) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18233
Englander Knabe and Allen,,,,AT&T Enterprise Services (AT & T and its affiliates),,2,2014,Community Broadband ,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Accela, Inc.",,2,2014,Build LA,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Planning, City | Public Works, Board of | Public Works, Contract Administration | Public Works, Engineering | Public Works, Sanitation | Public Works, Street Lighting | Public Works, Street Services",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,American Golf Corporation,,2,2014,Recs and parks,,,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Art of Living Foundation USA,,2,2014,Casa de Rosas Property,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Housing and Community Investment",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Avaya,,2,2014,Communication Infrastructure,,APC,,"Mayor, Office of | City Council (incl. Districts and Committees) | Information Technology Agency (ITA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Beverly Hills Cab,,2,2014,Bandit Taxicab Operation,,,,"City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,BNSF Railway Company,,2,2014,SCIG,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,CALTROP,,2,2014,Construction Management Services,,,,"Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,California Independent Petroleum Association - CIPA,,2,2014,Well Stimulation Legislation ,,,,City Council (incl. Districts and Committees) | Chief Legislative Analyst (CLA),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,City of Ontario,,2,2014,Regional Airport Development,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Clay Lacy Aviation,,2,2014,Property Development,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Coalition to Save the Westside,,2,2014,Oppose Century City Center Project,,,Avenue of the Stars and Constellation,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Coca Cola Bottling USA,,2,2014,Beverage Legislation,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Crews of California, Inc.",,2,2014,LAX Concessions,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Dragados USA,,2,2014,Sanitation project with Dept. of Public Works,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Elections Systems & Software LLC,,2,2014,LA City Voting Equipment,,,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Enterprise Rent-A-Car Company of Los Angeles,,2,2014,LAWA procurements,,,,"Mayor, Office of | City Attorney, Office of | Controller, Office of | City Council (incl. Districts and Committees) | Transportation (LADOT, DOT) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Envista Corporation,,2,2014,Right of way software,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Fire (LAFD) | Information Technology Agency (ITA) | Police (LAPD) | Public Works, Board of | Public Works, Contract Administration | Public Works, Engineering | Public Works, Sanitation | Public Works, Street Services | Transportation (LADOT, DOT) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Gavin de Becker & Associates, Inc.",,2,2014,Request for Lease,,APC,6851 W. Imperial Highway,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Greater California Livery Association,,2,2014,LAX ground transportation program and policies,,,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Harbor Trucking Association,,2,2014,Transportation / Trucking,,,,"Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,IBM Corporation,,2,2014,LADWP ERP Project,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Chief Legislative Analyst (CLA) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"IMPEX Technologies, Inc.",,2,2014,Technology hardware sales and engineering,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX) | Information Technology Agency (ITA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Independent Taxi Company,,2,2014,Bandit Taxicab Operation,,,,"City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Intuit,,2,2014,LA Business Tax Reform,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,JCDecaux North America,,2,2014,Airport Advertising,,,,"City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Jewish Vocational Service,,2,2014,Worksource Centers ,,,,City Council (incl. Districts and Committees) | Economic and Workforce Development Dept (EWDD),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"LA Checker Cab Cooperative, Inc.",,2,2014,Bandit Taxicab Operation,,,,"City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Lenyn Ltd, dba ICE Currency Services, USA",,2,2014,LAX Currency Exchange ,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Lyft, Inc.",,2,2014,Ride Share Regulation (TNC),,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Motorola, Inc.",,2,2014,Public Safety,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"National Strategies, LLC on behalf of Renovate America",,2,2014,Energy and Water Efficiency financing,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Nederlander-Greek, Inc.",,2,2014,Greek Theatre,,,,City Council (incl. Districts and Committees) | Recreation & Parks,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Official Police Garage Assn of LA,,2,2014,Public Safety and Traffic Management,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Chief Legislative Analyst (CLA) | Police (LAPD) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,OUE USA Services Corp.,,2,2014,Development,,,"633 W. Fifth Street, Los Angeles, CA",City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Pulice Construction,,2,2014,Construction and Wastewater Projects,,,,"Airports, Los Angeles World (LAWA, LAX) | Public Works, Engineering | Public Works, Sanitation",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,salesforce.com,,2,2014,LA City IT Transformation,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Information Technology Agency (ITA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Shoreline Ambulance,,2,2014,Ambulance license,,,,"Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Seaview Investors, LLC",,2,2014,Building Conversion,,,"5933 W. Century Blvd., Los Angeles",,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Standard Parking,,2,2014,LA City Parkiing Lots and Garages,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,State Partners LLC on behalf of EMC,,2,2014,Information Technology Solutions,,APC,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX) | Information Technology Agency (ITA) | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Total Transportation Services, Inc. - TTSI",,2,2014,Zero Emission Trucks,,,,"Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"TRC Solutions, Inc.",,2,2014,Engineering and Environmental Projects,,,,"City Council (incl. Districts and Committees) | Chief Legislative Analyst (CLA) | Public Works, Engineering | Public Works, Sanitation | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Trumark Homes dba Clifford Street LLC,,2,2014,SL70,,,"1819/1855 N. Glendale Blvd., Los Angeles, CA",City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,United Taxi,,2,2014,Bandit Taxicab Operation,,,,"City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,Waste Management Inc.,,2,2014,LA City Franchises,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Public Works, Sanitation",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Westfield Concession Management, Inc.",,2,2014,LAWA Concessions,,,LAX,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX) | Chief Administrative Officer (CAO)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,William Blair,,2,2014,Infrastructure/Public Private Partnerships,,,,City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"Xerox Business Services, LLC and its Affiliates",,2,2014,IT restructuring ,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Chief Legislative Analyst (CLA) | Information Technology Agency (ITA) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Englander Knabe and Allen,,,,"4G Wireless, Inc.",,2,2014,Proposed Hotel Development,,APC,"300 S Harvard, 308 S. Harvard, 4110 W. Third, 301 S. Kingsley",,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18246
Psomas,,,,"AG Consultants, LLC",,3,2014,Parking Variance Application,,,6000 W. Pico Blvd,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"AG Consultants, LLC",,3,2014,Variance Application,,APC,218 W. Alta Vista Blvd,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"Art District Los Angeles Regional Center, LLC",,3,2014,Zoning permits for a mixed-use project.,,,450-456 S. Seaton Street and 445-457 S. Colyton Street,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"Book City News, Inc.",,3,2014,Low Impact Development EIR Text/Zoning and Subdivision entitlements for a mixed-use development.,,,6655 Santa Monica Blvd,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"BW America Development, LLC",,3,2014,Lot Line Adjustment,,APC,Benedict Canyon,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,DTLA South Park Properties I LLC and DTLA South Park Properties II LLC ,,3,2014,"Subdivision Map, Site Plan Review, Conditional Use Permits, Variances for proposed mixed-use project",,,Site 1: NE Corner Grand Avenue  and 12th Street,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,DTLA South Park Properties I LLC and DTLA South Park Properties II LLC ,,3,2014,"Subdivision Map, Site Plan Review, Conditional Use Permits, Variances for proposed mixed-use project",,,Site 1A: NW Corner of 12th and Olive Streets,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,DTLA South Park Properties I LLC and DTLA South Park Properties II LLC ,,3,2014,"Subdivision Map, Site Plan Review, Conditional Use Permits, Variances for proposed mixed-use project",,,Site 4: NW corner Pico Blvd/Hill St; NE corner Olive St/Pico Blvd,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,Greenland US Consulting Group,,3,2014,Revised VTTM and Airspace Subdivision Map,66352,APC,Metropolis project,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"Harridge Development Group, LLC",,3,2014,Small lot subdivision map and related entitlements,,,Nordhoff Street,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"Harridge Development Group, LLC",,3,2014,"Small Lot Subdivision Map, Site Plan Review and Early Start Variance",,,Blake Avenue Riverfront project.,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
Psomas,,,,"HPG 8th & Spring, LLC",,3,2014,Support of zoning entitlement applications - Subdiv. Map app; Site Plan Review; Director's Determin.,,APC,737-751 S. Spring Street,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18263
