TAX PERIOD,NAICS,PRIMARY NAICS DESCRIPTION,LOCATION COUNT,TOTAL MEASURE
200700A,524210,Insurance agencies & brokerages,772,$533814075.00
200700A,321000,Wood product mfg.,69,$10826877.00
201400A,453220,"Gift, novelty, & souvenir stores",1148,$213483491.00
201000A,234110,Highway and Street Construction (1997 NAICS),37,$170201447.00
201400A,721310,Rooming & boarding houses,308,$391137073.00
200700A,541910,Market research & public opinion polling,148,$132033014.00
201000A,451120,"Hobby, toy, & game stores",192,$95194074.00
200700A,561730,Landscaping services,2504,$83080172.00
201000A,333000,Machinery mfg.,105,$80971795.00
201200A,541920,Photographic services,2657,$150341923.95
200800A,541380,Testing laboratories,49,$31494406.00
201400A,443130,Camera & photographic supplies stores,106,$16290806.00
201400A,561710,Exterminating & pest control services,246,$77015432.00
200800A,423100,Motor vehicle & motor vehicle parts & supplies,962,$1607196571.00
201200A,621111,Offices of physicians (except mental health specialists),5525,$3193037456.97
200900A,624200,"Community food & housing, & emergency & other relief services",66,$1384524.00
201400A,541330,Engineering services,1363,$550322650.50
201300A,235520,Floor Laying and Other Floor Contractors (1997 NAICS),434,$101185139.00
201100A,424920,"Books, periodicals, & newspapers",545,$647808237.00
201100A,522300,Activities related to credit intermediation (including loan brokers),703,$265514315.73
201300A,621900,"Other ambulatory health care services (including ambulance services, blood, & organ banks)",423,$1762115809.00
200800A,423400,Professional & commercial equipment & supplies,987,$1680196053.00
201000A,621340,"Offices of physical, occupational & speech therapists, & audiologists",663,$61117375.00
200900A,423940,"Jewelry, watch, precious stone, & precious metals",2199,$1217997813.00
200600A,325900,Other chemical products & preparation mfg.,36,$16965808.00
201100A,531320,Offices of real estate appraisers,131,$8812159.00
200700A,234110,Highway and Street Construction (1997 NAICS),33,$180756683.00
201000A,811430,Footwear & leather goods repair,155,$6099155.00
201200A,311600,Animal Slaughtering and Processing,16,$3206878.00
201100A,812111,Barber shops,2744,$85339970.78
201200A,337000,Furniture & related product mfg.,317,$100169721.00
200600A,711210,Spectator sports (including professional sports clubs & racetrack operations),54,$480664494.04
201300A,512100,Motion picture & video industries (except video rental),9335,$6299752262.31
200600A,448130,Children's & infants' clothing stores,121,$25386963.00
200600A,451110,Sporting goods stores,221,$131698755.00
201000A,532100,Automotive equipment rental & leasing,319,$612248159.28
201200A,423940,"Jewelry, watch, precious stone, & precious metals",2517,$1146016219.48
200800A,541930,Translation & interpretation services,140,$10120773.00
200800A,441210,Recreational vehicle dealers (including motor home & travel trailer dealers),5,$137645.00
201100A,532400,Commercial & industrial machinery & equipment rental & leasing,313,$1025939523.89
201000A,488000,Support activities for transportation (including motor vehicle towing),984,$808815904.76
200900A,812310,Coin-operated laundries & drycleaners,531,$83852301.00
200600A,518111,Internet service providers,66,$31554006.00
201300A,485410,School & employee bus transportation,21,$300821.00
200800A,448150,Clothing accessories stores,598,$222420403.06
201000A,448210,Shoe stores,403,$206815606.50
201300A,524290,Other insurance related activities,229,$109735821.34
201400A,485210,Interurban & rural bus transportation,36,$25302065.00
200800A,812111,Barber shops,2132,$54389513.30
201300A,235420,"Drywall, Plastering, Acoustical, and Insulation Contractors (1997 NAICS)",547,$215297983.70
200800A,812112,Beauty salons,144,$8136846.98
200700A,233310,Manufacturing and Industrial Building Construction (1997 NAICS),133,$329692278.00
201400A,611000,"Educational services (including schools, colleges, & universities)",3646,$669991868.98
200700A,453210,Office supplies & stationery stores,237,$241262740.00
201100A,423100,Motor vehicle & motor vehicle parts & supplies,951,$1578019859.73
201200A,541350,Building inspection services,101,$3037825.22
200600A,561720,Janitorial services,4813,$185947171.68
200500A,233310,Manufacturing and Industrial Building Construction (1997 NAICS),105,$183390636.79
201000A,531310,Real estate property managers,2520,$825233293.86
200600A,237210,Land subdivision,164,$324665538.00
201400A,621399,Offices of all other miscellaneous health practitioners,2769,$974134738.95
200500A,423990,Other miscellaneous durable goods,1086,$564268281.28
200900A,423200,Furniture &  home furnishing,434,$238735948.00
201100A,445290,Home furnishings stores,697,$389898054.90
200700A,541600,"Management, scientific, & technical consulting services",6692,$1402530666.97
200600A,233320,Commercial and Institutional Building Construction (1997 NAICS),205,$188066817.53
200900A,321000,Wood product mfg.,111,$11357198.00
200700A,621330,Offices of mental health practitioners (except physicians),374,$21586496.00
201200A,541360,Geophysical surveying & mapping services,47,$5041981.00
201200A,561300,Employment services,5864,$1463016455.68
201200A,446190,Other health & personal care stores,622,$179469837.94
200700A,,,257135,$52344655483.76
200600A,812112,Beauty salons,72,$6167058.00
201400A,233220,Multifamily Housing Construction (1997 NAICS),864,$1477610270.24
200600A,443120,Computer & software stores,720,$740034225.95
201000A,531390,Other activities related to real estate,690,$130142048.33
200800A,339900,Other miscellaneous mfg.,949,$174766652.15
200700A,888888,Medical Marijuana Collective,241,$4860338.00
201000A,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",2136,$657161425.64
200700A,443112,"Radio, television, & other electronics stores",668,$374676837.00
201100A,531310,Real estate property managers,2799,$921328274.57
200500A,454210,Vending machine operators,206,$24218485.45
200600A,423100,Motor vehicle & motor vehicle parts & supplies,928,$1512888484.65
200800A,811120,"Automotive body, paint, interior, & glass repair",322,$80329248.00
201100A,722410,Drinking places (alcoholic beverages),240,$56584228.00
200800A,443111,Household appliance stores,315,$209747065.49
200800A,541350,Building inspection services,55,$4435205.00
201300A,339110,Medical equipment & supplies mfg.,453,$271416345.00
200600A,561500,Travel arrangement & reservation services,6894,$564277728.59
200700A,512200,Sound recording industries,693,$145053359.90
200600A,532220,Formal wear & costume rental,107,$25788106.47
201100A,313000,Textile mills,111,$37139723.00
200900A,445290,Home furnishings stores,727,$402053799.00
200600A,334000,Computer & electronic product mfg.,499,$259123082.00
200600A,488000,Support activities for transportation (including motor vehicle towing),727,$754563306.37
201300A,561600,Investigation & security services,1047,$412487084.00
200500A,811310,Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance,110,$26375210.95
201200A,523140,Commodity contracts brokers,30,$27939736.00
201000A,446190,Other health & personal care stores,471,$118245355.00
200500A,424400,Grocery & related products,1186,$4891122451.62
201200A,624200,"Community food & housing, & emergency & other relief services",101,$1404677.00
201300A,238110,Poured concrete foundation & structure contractors,254,$142947426.19
200700A,454210,Vending machine operators,244,$46264472.00
200900A,812112,Beauty salons,211,$10204915.00
201300A,424950,"Paint, varnish, & supplies",69,$99890547.00
200700A,522300,Activities related to credit intermediation (including loan brokers),541,$160467112.24
201200A,492000,Couriers & messengers,1214,$45681606.50
201300A,443120,Computer & software stores,1072,$1216577235.98
201200A,425110,Business to business electronic markets,72,$9499791.41
200900A,811410,Home & garden equipment & appliance repair & maintenance,234,$9120436.50
200800A,523120,Securities brokers,132,$1273431225.00
200500A,451130,"Sewing, needlework, & piece goods stores",48,$16058837.53
201000A,541219,Other accounting services,2913,$808624169.00
201200A,518111,Internet service providers,248,$260097414.00
201200A,448110,Men's clothing stores,398,$110022376.00
201400A,443120,Computer & software stores,996,$643641357.00
201400A,446190,Other health & personal care stores,656,$217574522.00
200900A,235920,Glass and Glazing Contractors (1997 NAICS),158,$33170994.00
201300A,453310,Used merchandise stores,245,$39936046.00
200600A,423400,Professional & commercial equipment & supplies,913,$1666871953.43
200600A,424920,"Books, periodicals, & newspapers",347,$650020851.85
201000A,711100,Performing arts companies,419,$153688722.00
201100A,561440,Collection agencies,132,$55223636.00
200500A,541600,"Management, scientific, & technical consulting services",5541,$945547147.09
201100A,235920,Glass and Glazing Contractors (1997 NAICS),174,$23815318.00
200900A,448210,Shoe stores,397,$223028503.00
200700A,541214,Payroll services,45,$4762077.13
201000A,314000,Textile product mills,470,$253302900.28
201100A,314000,Textile product mills,510,$303640055.13
201000A,454210,Vending machine operators,287,$60235706.00
200700A,444120,Paint & wallpaper stores,71,$24537134.00
200500A,235310,Electrical Contractors (1997 NAICS),1128,$252882455.84
201300A,812113,Nail salons,2487,$104179884.44
200900A,541219,Other accounting services,2773,$802894837.08
201400A,561450,Credit bureaus,22,$8592777.00
201000A,453210,Office supplies & stationery stores,285,$215024498.00
200700A,722211,Limited-service eating places,510,$146982626.00
201100A,621391,Offices of podiatrists,106,$23745200.98
201300A,541100,Legal services,7337,$8669373707.27
201000A,447100,Gasoline stations (including convenience stores with gas),519,$2089991273.00
200800A,451120,"Hobby, toy, & game stores",178,$99074501.00
201400A,322000,Paper mfg.,72,$37934107.00
201000A,516110,Internet publishing & broadcasting,908,$150978458.86
200900A,541700,Scientific research & development services,179,$20188253.00
200900A,532400,Commercial & industrial machinery & equipment rental & leasing,273,$670622224.36
201200A,485210,Interurban & rural bus transportation,37,$29443889.00
201300A,313000,Textile mills,181,$108850253.00
200800A,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),632,$182519206.20
201300A,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",1279,$268666226.99
200900A,441300,"Automotive parts, accessories, & tire stores",577,$146715323.00
201200A,454310,Fuel dealers,90,$617382813.00
201000A,561720,Janitorial services,8036,$325375963.85
201400A,311800,Bakeries & tortilla mfg.,620,$127128744.16
201000A,812330,Linen & uniform supply,45,$78216941.00
201300A,541800,Advertising & related services,2423,$1657275053.58
201000A,561430,Business service centers (including private mail centers & copy shops),337,$119176653.00
201400A,326000,Plastics & rubber products mfg.,150,$75677962.51
201000A,423990,Other miscellaneous durable goods,1980,$707206140.55
201400A,532220,Formal wear & costume rental,137,$30049823.00
200900A,561110,Office administrative services,1284,$744447618.65
200900A,999999,Unclassified establishments (unable to classify),1184,$391277235.49
201300A,488000,Support activities for transportation (including motor vehicle towing),1191,$1235413821.10
200900A,513330,Telecommunications Resellers,6,$3437118.00
201400A,337000,Furniture & related product mfg.,357,$150175073.00
200700A,492000,Couriers & messengers,555,$13109679.00
200500A,711210,Spectator sports (including professional sports clubs & racetrack operations),39,$493000093.38
200900A,424990,Other miscellaneous nondurable goods,3066,$1940852713.08
200800A,447100,Gasoline stations (including convenience stores with gas),487,$2421987982.00
200900A,443130,Camera & photographic supplies stores,109,$15586970.00
201200A,812310,Coin-operated laundries & drycleaners,611,$86771286.00
