Client Prefix,Client First Name,Client Middle Name,Client Last Name,Client Suffix,Lobbying Firm,Registration Year,Date Representation Began,Date Terminated,Date Registered,Client Street Address,Client Street Address 2,Client City,Client State,Client Zip,Client Zip+4,Client Area Code,Client Telephone,Client Telephone Ext,Client Email,Client Alt Area Code,Client Alt Telephone,Client Alt Telephone Ext,Client Fax Area Code,Client Fax Number,Client Website,City Agencies,Lobbying Firm Registration Form
,,,"Avis Budget Group, Inc.",,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,6 Sylvan Way,,Parsippany,NJ,07054,,973,496-5072,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,Burbank-Glendale-Pasadena Airport Authority,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,2627 N. Hollywood Way,,Burbank,CA,91505,,818,840-8840,,dfeger@bur.org,,,,818,557-0263,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,DFS North America,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,1580 Francisco St,,Torrance,CA,90501,,310,783-6600,,,,,,310,783-6601,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,iStar Financial,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,"5 Park Plaza, Suite 1640",,Irvine,CA,92614,,949,567-8066,,smagee@istarfinancial.com,,,,949,567-2411,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,Millennium Partners,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,1995 Broadway,,New York,NY,10023,,212,875-4900,,,,,,212,595-1831,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,"PHR LA Mart, LLC",,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,"3191 Casitas Avenue, Suite 130",,Los Angeles,CA,90039,,323,300-3700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,Rainbow Environmental Services,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,17121 Nichols Lane,,Huntington Beach,CA,92647,,714,847-3581,,Bshuman@rainbowes.com,,,,714,841-4660,www.RainbowES.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,The Ratkovich Company,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,"800 Wilshire Boulevard, Suite 1425",,Los Angeles,CA,90017,,213,486-6500,,cdebriere@ratkovich.net,,,,213,486-6509,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,Townscape Partners,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,One West Century Drive,,Los Angeles,CA,90067,,310,285-7082,,tsiegel@townscapepartners.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,"Wilson University Gateway, LLC",,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,"111 South Wacker Drive, Suite 3300",,Chicago,IL,60606,,312,324-6089,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,"LIZARD CAPITAL, LLC",,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,"14 Wall Street, Suite 2000",,New York,NY,10005,,716,235-8082,104,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,Barkowski,,Apex LA,2014,01/01/2014,12/31/2014,04/28/2014,2819 Pico Boulevard,,Santa Monica,CA,90405,,562,400-7560,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Bay Bread LLC,,Apex LA,2014,01/27/2014,12/31/2014,04/28/2014,2401 Utah Avenue South #800,,Seattle,WA,98134,,206,318-4462,,,,,,,,,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Benihana,,Apex LA,2014,01/01/2014,12/31/2014,07/30/2014,"8750 NW 36th Street, Suite 300",,Doral,FL,33178,,305,702-2812,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Bombo,,Apex LA,2014,01/01/2014,12/31/2014,10/31/2014,"317 S. Broadway, Unit D3",,Los Angeles,CA,90013,,213,6242378,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Casa De Soria,,Apex LA,2014,01/01/2014,12/31/2014,04/28/2014,21911 Roscoe Boulevard,,Canoga Park,CA,91304,,818,653-7103,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,"Century Theaters, Inc.",,Apex LA,2014,01/01/2014,12/31/2014,07/30/2014,"12746 W. Jefferson Boulevard, #3",,Playa Vista,CA,90094,,305,982-5598,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Dirt Dog,,Apex LA,2014,01/01/2014,12/31/2014,04/28/2014,2528 S. Figueroa Street,,Los Angeles,CA,90007,,213,268-3508,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,English Ivy,,Apex LA,2014,01/01/2014,12/31/2014,01/20/2015,7661 Melrose Ave,,Los Angeles,CA,90046,,845,3804666,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Golden Road Brewery,,Apex LA,2014,01/01/2014,12/31/2014,10/31/2014,317 S. Broadway A9-A11,,Los Angeles,CA,90013,,213,6242378,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,Delphine,,Hirsh,,Apex LA,2014,01/01/2014,12/31/2014,04/28/2014,3525 Glenhurst,,Los Angeles,CA,90039,,323,791-8900,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,HQ Gastropub,,Apex LA,2014,01/27/2014,12/31/2014,04/28/2014,5023 North Parkway Calabasas,,Calabasas,CA,91302,,818,876,9521,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Mari Vanna LA,,Apex LA,2014,01/01/2014,12/31/2014,07/30/2014,8475 W Melrose Place,,Hollywood ,CA,90069,,323,655-1977,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,MOD Super Fast Pizza,,Apex LA,2014,01/01/2014,12/31/2014,04/28/2014,5300 N. Lankershim Blvd,,North Hollywood,CA,91610,,503,517-8137,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Nordstrom,,Apex LA,2014,01/01/2014,12/31/2014,10/31/2014,21725 N. Victory Boulevard,,Canoga Park,CA,91303,,206,454,5557,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Nuart Theatre,,Apex LA,2014,01/01/2014,12/31/2014,07/30/2014,11272 Santa Monica Boulevard,,Los Angeles,CA,90025,,612,220-8235,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Panini Cosmopolitan Cafe,,Apex LA,2014,01/01/2014,12/31/2014,04/28/2014,1551 S. Westwood Blvd,,Los Angeles,CA,96137,,949,214-9960,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,"Presto Pasta Granada Hills, Inc.",,Apex LA,2014,01/27/2014,12/31/2014,04/28/2014,17923 Chatsworth Street,,Los Angeles,ca,91344,,805,395-0547,,,,,,,,,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Robertson,,Apex LA,2014,01/01/2014,12/31/2014,10/31/2014,11449 Emelita Street,,North Hollywood,CA,91601,,818,301-3800,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,"Stockdale Holdings 1, LLC",,Apex LA,2014,01/01/2014,12/31/2014,01/16/2015,8700 N. Reseda Boulevard,,Northridge,CA,91324,,310,748,7788,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Uka's Big Saver Foods,,Apex LA,2014,01/01/2014,12/31/2014,07/30/2014,5168 E. Huntington Drive South,,Los Angeles,CA,90032,,323,582-7222,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3785
,,,Summit Media LLC,,Mayer Brown LLP,2015,01/01/2015,12/31/2015,01/30/2015,1445 5th Street,,Santa Monica,CA,90401,,310,576-6646,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3761
,,,California Hotel & Lodging Association,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,414 29th Street,,Sacramento,CA,95816,3211,916,554-2664,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,American Airlines,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,4333 Amon Carter Blvd,,Fort Worth,TX,76155,,817,931-916,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,CalPortland Cement,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,2025 East Financial Way,,Glendora,CA,91741,,626,852-6254,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Comcast ,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,100 Universal City Plaza,,Universal City,CA,91608,,763,205-0794,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Rescore Hollywood LLC,,Marathon Communications Inc,2015,01/01/2015,12/31/2015,01/30/2015,"11726 San Vicente Blvd., Suite 235",,Los Angeles,CA,90049,,310,544-5900,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3784
,,,Crown Disposal,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,9189 De Garmo Avenue,,Sun Valley,CA,91352,,818,941-7437,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,DFS North America,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,1580 Francisco St,,Torrance,CA,90501,,310,783-6600,,,,,,310,783-6601,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Farmers Insurance,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,4680 Wilshire Boulevard,,Los Angeles,CA,90010,,323,964-8879,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Forrest Lawn,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,6300 Forest Lawn Drive ,,Los Angeles,CA,90068,,323,254-3131,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,HMS Host,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,6600 Rockledge Dr,,Bethesda,MD,20817,,301,380-6343,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,JC Decaux North America,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,"3 Park Avenue, 33 Floor",,New York,NY,10016,,646,834-1300,,,,,,646,834-1206,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,JMB Realty Corporation,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,10250 Constellation Boulevard,,Los Angeles,CA,90067,,310,551.0077,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Live Nation,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,1800 N. Highland Avenue,2nd Floor,Hollywood,CA,90028,,323,769-4716,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Motion Picture Association of America,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,15301 Ventura Boulevard,,Sherman Oaks,CA,91403,,818,935-5838,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,"NBCUniversal Media, LLC",,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,100 Universal City Plaza,,Universal City,CA,91608,,818,777-3335,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,NIKE ï¿½ GBU West,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,3505 Hayden Avenue,,Culver City,CA,90232,,310,736-3702,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,Northrop Gruman Corporation,,Ek & Ek,2015,01/01/2015,12/31/2015,01/30/2015,1840 Century Park East,,Los Angeles,CA,90067,,703,875-8400,,maryfrances.conley@ngc.com,909,225-2257,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3786
,,,4477 Hollywood Blvd LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,04/29/2014,5877 W. 3rd Street,,Los Angeles,CA,90036,,310,275-3275,,,,,,,,,Neighborhood Councils,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,927-929 SB LA Owner LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,927 South Broadway,  ,Los Angeles,CA,90015,,312,932-1505,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Akbar Deluxe,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,04/29/2014,1632 N. Dillon Street,,Los Angeles,CA,90026,,323,459-3723,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Ammo,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,10/28/2014,1155 Highland Avenue,,Los Angeles,CA,90038,,323,871-2666,,,,,,,,,Neighborhood Councils,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Antico Los Angeles Hollywood LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,PO Box 921144,,Norcross ,GA,30010,,678,894-0279,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Broxton Two LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,04/29/2014,"8383 Wilshire Boulevard, Suite 510",,Beverly Hills,CA,90211,,323,658-8080,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Button Mash LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,10/28/2014,139 1/2 N. Swall Drive,,Beverly Hills,CA,90211,,310,916-7366,,,,,,,,,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Cangem Inc.,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,332 S Broadway,,Los Angeles,CA,90013,,310,622,7744,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Case Real Estate Partners LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,10/28/2014,1729 Abbot Kinney Boulevard,,Venice,CA,90291,,917,270-3140,,,,,,,,,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,"Chol Enterprises, Inc.",,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,740 S Broadway,,Los Angeles,CA,90014,,424,273-6229,,,,,,,,,"City Council (incl. Districts and Committees) | Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,City Market of Los Angeles,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,07/29/2014,1126 San Julian,,Los Angeles,CA,90015,,213,799-0930,,,,,,,,,Neighborhood Councils,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Clark Street Realty LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,10/28/2014,"404 5th Avenue, 6th Floor",,New York,NY,10018,,310,930-5176,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
Mr.,Brad ,,Conroy,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,5877 W Third,,Los Angeles,CA,90036,,310,275-3233,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Elysian LLC,,"Elizabeth Peterson Group, Inc.",2014,01/28/2014,12/31/2014,01/29/2014,2806 Clearwater Street,,Los Angeles,CA,90039,,323,522-6625,,,,,,,,,"City Council (incl. Districts and Committees) | Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Embassy Partners,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,10/28/2014,404 5th Avenue,,New York,NY,10018,,310,930-5176,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Family Mart,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,04/29/2014,339 E. 1st Street,,Los Angeles,CA,90012,,213,399-1875,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Figaro Bistro LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,1802 N Vermont,,Los Angeles,CA,90027,,323,769.9976,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Firestone Walker LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,620 Mc Murry Road,,Buellton,CA,94327,,805,225-5911,,,,,,,,,"City Council (incl. Districts and Committees) | Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,"Flywheel Sports, Inc.",,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,147 N Larchmont Ave,,Los Angeles,CA,90004,,323,446.2425,,,,,,,,,"City Council (incl. Districts and Committees) | Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Fusion Design and Construction Inc.,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,220 Giardino Way,,Pacific Palisades,CA,90272,,310,459-6163,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Group 7 Enterprises LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,07/29/2014,221 W. 7th Street,,Los Angeles,CA,90014,,213,481-1400,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,iCon Ultra Lounge LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,1248 S Figueroa,,Los Angeles,CA,90015,,213,867-6000,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,"Kohn Gallery, Inc.",,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,10/28/2014,1227 N. Highland Avenue,,Los Angeles,CA,90038,,323,658-8088,,,,,,,,,Neighborhood Councils,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Local 1205,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,07/29/2014,1205 Abbot Kinney,,Venice,CA,90291,,917,678-8750,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Los Angeles Hills Properties LLC,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,04/29/2014,932 S. Hill,,Los Angeles,CA,90013,,213,744-1919,,,,,,,,,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Loteria Grill,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,07/29/2014,6631 Hollywood Boulevard,,Los Angeles,CA,90028,,323,309-8899,,,,,,,,,"Neighborhood Councils | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Marmar Commercial Inc,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,04/29/2014,9300 W. Pico Boulevard,,Los Angeles,CA,90035,,310,275-2211,,,,,,,,,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
Ms.,Joan,,McNamara,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,12059 W Ventura Place, ,Studio City,CA,91604,,323,655-2285,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
,,,Michael J's Boston Pizzeria Inc,,"Elizabeth Peterson Group, Inc.",2014,01/01/2014,12/31/2014,01/29/2014,1100 S Hope St #915,,Los Angeles,CA,90015,,323,997.1335,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3787
