Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
10697 West Somma Way / Haul Route Appeal | City of Los Angeles,1,1,9,0,0%,0%
1st & Broadway Park Community Workshop - Media Advisory | City of Los Angeles,1,1,0,1,100%,100%
2014 Los Angeles Step Out: Walk to Stop Diabetes (11/15/2014) | City of Los Angeles,1,1,13,0,0%,0%
2015 Call for Projects / Los Angeles County Metropolitan Transportation Authority / Grant | City of Los Angeles,1,1,25,0,0%,0%
311 Directorio de Servicios en Línea | Ciudad de Los Ángeles,1,1,14,0,0%,0%
311 Diretório Serviços Online | Cidade de Los Angeles,1,1,47,0,0%,0%
311 servizi di directory online | Città di Los Angeles,1,1,36,0,0%,0%
418-434 South Hill Street / Central City Community Plan Area / Appeal | City of Los Angeles,1,1,12,0,0%,0%
43rd Annual Sidecar Rally | City of Los Angeles,1,1,0,1,100%,100%
Abandoned Refrigerator/Appliances - LAPD | City of Los Angeles,1,1,0,1,100%,100%
Acceptance Tests Status for Streetlight Installations | City of Los Angeles,1,1,0,0,0%,100%
"Accounting, Public Works Office of | City of Los Angeles",1,1,40,0,0%,0%
Accounts Receivable - The City of Los Angeles,1,1,12,0,0%,0%
Accounts Receivable Unit - The City of Los Angeles,1,1,4,0,0%,0%
Accounts Receivable Unit | City of Los Angeles,1,1,0,0,0%,100%
Adopt-A-Spot / Community Beautification | City of Los Angeles,1,1,26,0,0%,0%
Adult Computer Class | City of Los Angeles,1,1,0,1,100%,100%
Aéroports de Los Angeles Monde | Ville de Los Angeles,1,1,0,0,0%,100%
Affirmative Action Monitoring of City Contractors - The City of Los Angeles,1,1,13,0,0%,0%
AIDS Coordinator Office - The City of Los Angeles,1,1,0,1,100%,100%
AIDS/HIV Discrimination | City of Los Angeles,1,1,0,1,100%,100%
Air Tours-VNY | City of Los Angeles,1,1,13,0,0%,0%
Aircraft Rental-VNY - The City of Los Angeles,1,1,0,1,100%,100%
Airport Auto Rental-VNY | City of Los Angeles,1,1,10,0,0%,0%
Airport Filming - ONT - The City of Los Angeles,1,1,4,0,0%,0%
Airport Filming - ONT | City of Los Angeles,1,1,0,1,100%,100%
Airport Operations Crew | City of Los Angeles,1,1,26,0,0%,0%
Airport Property Management-VNY - The City of Los Angeles,1,1,0,1,100%,100%
Airport Services | City of Los Angeles,1,1,4,0,0%,0%
Akeelah and the Bee | City of Los Angeles,1,1,212,0,0%,0%
Akwarium Morskie | Miasto Los Angeles,1,1,0,0,0%,100%
Álláskeresők | City of Los Angeles,1,1,25,0,0%,0%
Altre Offerte di lavoro | Città di Los Angeles,1,1,22,0,0%,0%
Amérique tropicale Centre d'interprétation | Ville de Los Angeles,1,1,0,1,100%,100%
Animal Cruelty Task Force - LAPD | City of Los Angeles,1,1,0,1,100%,100%
Animal Protection Unit | City of Los Angeles,1,1,89,0,0%,0%
Aparcamiento Aplicación - La ciudad de Los Ángeles,1,1,0,1,100%,100%
Aparcamiento de pago Citación (Ticket) | Ciudad de Los Ángeles,1,1,0,1,100%,100%
APPLICATIONS PROGRAMMER (1429) | City of Los Angeles,1,1,27,0,0%,0%
Arbeitssuchende - Die Stadt Los Angeles,1,1,38,0,0%,0%
Area Planning Commission (APC) / Harbor | City of Los Angeles,1,1,55,0,0%,0%
Arleta NC-Executive Committee Meeting | City of Los Angeles,1,1,53,0,0%,0%
ARROYO SECO NC_BUDGET & FINANCE COMMITTEE_Tues 01.20.15 630 PM | City of Los Angeles,1,1,0,1,100%,100%
ARROYO SECO NC_Meeting of the Board of Representatives_Mon. 1.26.15 700PM | City of Los Angeles,1,1,0,0,0%,100%
Art et culture | Ville de Los Angeles,1,1,0,0,0%,100%
Arte y Cultura | Ciudad de Los Ángeles,1,1,0,0,0%,100%
"Arts, Parks, Health, Aging and River Committee - Special Meeting | City of Los Angeles",1,1,0,0,0%,100%
Ascot Hills Outdoor Shade Structure Celebration (12/06/2014) | City of Los Angeles,1,1,26,0,0%,0%
Asignado Inspector Supervisor (s) | Ciudad de Los Ángeles,1,1,0,1,100%,100%
Assumere e Servizi per l'Impiego | Città di Los Angeles,1,1,100,0,0%,0%
"Attorney, Office of the City | City of Los Angeles",1,1,8,0,0%,0%
Audio and Video FAQs | City of,1,1,7,0,0%,0%
Audit Division-LAPD | City of Los Angeles,1,1,0,0,0%,100%
Automatic Teller Machines (ATM) -- LAX - The City of Los Angeles,1,1,0,1,100%,100%
Automatic Teller Machines (ATM) -- LAX | City of Los Angeles,1,1,0,1,0%,100%
Baby/Toddler Storytime | City of Los Angeles,1,1,13,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/18/2015) | City of Los Angeles",1,1,0,1,100%,100%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/14/2015) | City of Los Angeles",1,1,24,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (03/07/2015) | City of Los Angeles",1,1,14,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (03/09/2015) | City of Los Angeles",1,1,12,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (03/19/2015) | City of Los Angeles",1,1,10,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (04/02/2015) | City of Los Angeles",1,1,0,1,100%,100%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (04/07/2015) | City of Los Angeles",1,1,8,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (05/29/2015) | City of Los Angeles",1,1,0,1,100%,100%
Bank on It! An Introduction to Banking Services | City of Los Angeles,1,1,52,0,0%,0%
Barista | City of Los Angeles,1,1,17,0,0%,0%
BARK: Beach Animals Reading With Kids | City of Los Angeles,1,1,14,0,0%,0%
BARK: Kids Reading to Dogs | City of Los Angeles,1,1,0,1,100%,100%
Become a U.S. Citizen! Â¡Realice Hoy Su Tramite de Ciudania de los Estados Unidos! | City of Los Angeles,1,1,10,0,0%,0%
Bel-Air Beverly Crest NC_General Board Meeting AGENDA_Wed. 01.28.15 700PM | City of Los Angeles,1,1,5,0,0%,0%
Bicycle Maps - The City of Los Angeles,1,1,0,0,0%,100%
Bicycle Safety - The City of Los Angeles,1,1,21,0,0%,0%
Bikeways Engineering Information - The City of Los Angeles,1,1,18,0,0%,0%
Biosolids Environmental Management System (EMS) - The City of Los Angeles,1,1,46,0,0%,0%
BOAC Regular Closed Session | City of Los Angeles,1,1,36,0,0%,0%
Board of Airport Commissioners Regular Agenda | City of Los Angeles,1,1,0,0,0%,100%
"Board of Civil Service Commission Continuation Agenda Nov. 13, 2014 | City of Los Angeles",1,1,38,0,0%,0%
Board of Fire and Police Pension Commissioners | City of Los Angeles,1,1,13,1,0%,0%
Board of Fire Commissioners - 2015 Meeting Schedule | City of Los Angeles,1,1,0,1,0%,100%
Book Chat | City of Los Angeles,1,1,0,1,100%,100%
Breast Cancer | City of Los Angeles,1,1,3,0,0%,0%
Brownfield Redevelopment Assistance - The City of Los Angeles,1,1,0,1,100%,100%
Budweiser Made in America Festival / Live Nation Worldwide Incorporated / Grand Park / City Hall | City of Los Angeles,1,1,9,0,0%,0%
Building & Safety | City of Los Angeles,1,1,0,0,0%,100%
Bunker Hill / Union Station / Metrolink Shuttle | Stadt Los Angeles,1,1,15,0,0%,0%
"BUSINESS SERVICES, MARKETING, AND RESOURCE DEVELOPMENT COMMITTEE MEETING | City of Los Angeles",1,1,0,0,0%,100%
Business Taxes Ordinance / Amendment | City of Los Angeles,1,1,4,0,0%,0%
Business Waste Assessment and Technical Assistance Program - The City of Los Angeles,1,1,20,0,0%,0%
C,1,1,2,0,0%,0%
Canoga Park NC GECO Commitee Meeting 01.07.15 600 PM | City of Los Angeles,1,1,10,0,0%,0%
Career Development Unit - LAPD | City of Los Angeles,1,1,0,1,100%,100%
Case Processing Refunds - The City of Los Angeles,1,1,0,0,0%,100%
Cashier | City of Los Angeles,1,1,0,0,0%,100%
CDD Complaints - The City of Los Angeles,1,1,8,0,0%,0%
CEMENT FINISHER 3353 | City of Los Angeles,1,1,0,0,0%,100%
Chatsworth NC Equestrian Committee Meeting CANCELED 01-14-15 730 | City of Los Angeles,1,1,2,0,0%,0%
Chatsworth NC_Joint meeting - Community Enhancement Committee and Board_Wed. 01.21.15 700PM | City of Los Angeles,1,1,0,1,100%,100%
Chatsworth NC_Joint meeting of CNC Outreach Committee and Board_ TUESDAY 01.27.15 7PM | City of Los Angeles,1,1,0,0,0%,100%
Chief of Staff - LAPD - The City of Los Angeles,1,1,12,0,0%,0%
Chinese American Museum | Ciudad de Los Ángeles,1,1,16,0,0%,0%
Citizenship Class/Clase de Ciudadanía | City of Los Angeles,1,1,22,0,0%,0%
Citizenship Classes | City of Los Angeles,1,1,84,0,0%,0%
City Attorney - Employee Verification - The City of Los Angeles,1,1,43,0,0%,0%
City Loan Program - The City of Los Angeles,1,1,0,1,100%,100%
City of Los Angeles Financial Policies - The City of Los Angeles,1,1,9,0,0%,0%
City of Los Angeles Financial Policies | City of Los Angeles,1,1,0,0,0%,100%
City regering | Stad van Los Angeles,1,1,135,0,0%,0%
Citywide Aquatics | Stadt Los Angeles,1,1,0,0,0%,100%
Civil Air Patrol-VNY - The City of Los Angeles,1,1,0,1,100%,100%
Civil Air Patrol-VNY | City of Los Angeles,1,1,0,1,100%,100%
"Civil Service Commissioners, Board of | City of Los Angeles",1,1,28,0,0%,0%
"Coliseum, LA Memorial | City of Los Angeles",1,1,58,0,0%,0%
Come See the Moon & Planets with the Sidewalk Astronomers | City of Los Angeles,1,1,10,0,0%,0%
Comments & Feedback Regarding HCIDLA | City of Los Angeles,1,1,278,1,0%,0%
Commission On Disability | City of Los Angeles,1,1,235,1,0%,0%
Community and Program Services for Seniors and Family Caregivers - The City of Los Angeles,1,1,34,0,0%,0%
Community Beautification Grant | City of Los Angeles,1,1,33,0,0%,0%
Community Development Block Grants - The City of Los Angeles,1,1,54,0,0%,0%
Community Plan Land Use Maps - The City of Los Angeles,1,1,0,0,0%,100%
Community Preparedness Presentations | City of Los Angeles,1,1,23,0,0%,0%
"Community Redevelopment Agency, Comments and Complaints | City of Los Angeles",1,1,63,0,0%,0%
Community Response Line-VNY | City of Los Angeles,1,1,16,1,0%,0%
Commuter Express | City of Los Angeles,1,1,10,0,0%,0%
Complaints Regarding Fire Services | City of Los Angeles,1,1,21,0,0%,0%
Computer Salvaging - The City of Los Angeles,1,1,0,1,100%,100%
Construction Reference/Resources | City of Los Angeles,1,1,18,0,0%,0%
Contract Administration Bureau (Public Works) | City of Los Angeles,1,1,7,0,0%,0%
Contratação e Serviços de Emprego | Cidade de Los Angeles,1,1,54,0,0%,0%
Contratación y Servicios de Empleo | Ciudad de Los Ángeles,1,1,53,0,0%,0%
Cook | City of Los Angeles,1,1,145,0,0%,0%
CORRECTIONAL NURSE 2317 | City of Los Angeles,1,1,40,0,0%,0%
Council and Committee Information - The City of Los Angeles,1,1,7,0,0%,0%
Council and Committee M,1,1,52,1,0%,0%
Council and Committee Meetings | City,1,1,3,1,0%,0%
Council C,1,1,53,0,0%,0%
Council Committee,1,1,0,1,100%,100%
Council Committee Meeting Audio | City of Los Ang,1,1,0,1,100%,100%
Council Committee Meeting Audio | City of Los Angele,1,1,2,0,0%,0%
Council District 12 - The City of Los Angeles,1,1,38,0,0%,0%
Council District 5 - The City of Los Angeles,1,1,111,0,0%,0%
Council Meeting Video | City o,1,1,0,1,100%,100%
Council Meeting Video | City of Los A,1,1,37,0,0%,0%
Council Meeting Video | City of Los An,1,1,0,0,0%,100%
Council Votes Results | City of Los Angeles,1,1,0,0,0%,100%
"Council, Council Committees, & Ad Hoc",1,1,16,0,0%,0%
"Council, Council Committees, & Ad Hoc Committees | City",1,1,9,0,0%,0%
"Council, Council Committees, & Ad Hoc Committees | City of",1,1,3,0,0%,0%
Covered California and Medi-Cal Information | City of Los Angeles,1,1,4,0,0%,0%
Covered California Enrollment & Information | City of Los Angeles,1,1,0,0,0%,100%
Covered California Information & Enrollment | City of Los Angeles,1,1,8,0,0%,0%
CPNC Public Safety and Emergency Services Agenda | City of Los Angeles,1,1,31,0,0%,0%
Creative Writing Circles / Círculos de Escritura Creativa | City of Los Angeles,1,1,52,0,0%,0%
Criminal Gang Homicide Division - LAPD - The City of Los Angeles,1,1,13,0,0%,0%
Criminal Investigation Division - LAPD - The City of Los Angeles,1,1,0,1,100%,100%
Critters N Kids Class at the Los Angeles Zoo | City of Los Angeles,1,1,18,0,0%,0%
CSPNC Port Committee Meeting Agenda | City of Los Angeles,1,1,0,1,100%,100%
Culinary History ~When L.A. Was America's Wine Country | City of Los Angeles,1,1,12,0,0%,0%
Culinary History: The Story of California Fruit | City of Los Angeles,1,1,25,0,0%,0%
Cultural Heritage Commission | City of Los Angeles,1,1,0,0,0%,100%
Curbside Passenger Pick-up/Drop-off - ONT - The City of Los Angeles,1,1,996,1,0%,0%
Damage to City Property - Billing and Collections - The City of Los Angeles,1,1,26,0,0%,0%
DCP Complaints | City of Los Angeles,1,1,12,1,0%,0%
Dental Office Waste Program | City of Los Angeles,1,1,11,0,0%,0%
"Department Commissions, Committees & Boards | City of L",1,1,0,0,0%,100%
Department of Building and Safety Contractual Opportunities - The City of Los Angeles,1,1,93,0,0%,0%
Department of Cultural Affairs Watts Towers Campus - The City of Los Angeles,1,1,0,1,100%,100%
Department of General Services Employment Verification - The City of Los Angeles,1,1,19,0,0%,0%
Dept of Neighborhood Empowerment - Personnel - The City of Los Angeles,1,1,0,0,0%,100%
Derniers ville Offres d'emploi | Ville de Los Angeles,1,1,0,0,0%,100%
Digital Inclusion Pilot Program | City of Los Angeles,1,1,0,0,0%,100%
Dla firm | miasta Los Angeles,1,1,2,0,0%,0%
Document Controls Specialist | City of Los Angeles,1,1,3,0,0%,0%
Domestic Violence - LAPD - The City of Los Angeles,1,1,19,0,0%,0%
Domestic Violence - LAPD | City of Los Angeles,1,1,10,0,0%,0%
Domestic Violence Unit - The City of Los Angeles,1,1,0,0,0%,100%
Donations | City of Los Angeles,1,1,49,0,0%,0%
Downtown Los Angeles NC Agenda For Special Meeting Of The Community Impact Committee Agenda 11-19-14 | City of Los Angeles,1,1,17,0,0%,0%
E-permit Problem Assistance - The City of Los Angeles,1,1,218,0,0%,0%
E-permit Problem Assistance | City of Los Angeles,1,1,0,0,0%,100%
EAST HOLLYWOOD NC_GOVERNING BOARD MEETING AGENDA_Monday 01.26.15 630 PM | City of Los Angeles,1,1,16,0,0%,0%
"Education & Neighborhoods Committee Meeting, CANCELLED | City of Los Angeles",1,1,6,0,0%,0%
Education and Training for Neighborhood Councils | City of Los Angeles,1,1,60,0,0%,0%
Éducation et Développement personnel | Ville de Los Angeles,1,1,466,0,0%,0%
Elder Abuse Community Education - The City of Los Angeles,1,1,57,0,0%,0%
Elder Abuse Community Education | City of Los Angeles,1,1,247,0,0%,0%
Elder Crimes | City of Los Angeles,1,1,0,0,0%,100%
Elected Officials | City of Los Angeles,1,1,0,0,0%,100%
Emergency Preparedness & Your 'GO-KIT' Tools & Medications | City of Los Angeles,1,1,44,0,0%,0%
Emergency Preparedness Information - The City of Los Angeles,1,1,0,0,0%,100%
Employee Verification/Bureau Street Lighting | City of Los Angeles,1,1,48,0,0%,0%
Employment Information - ONT - The City of Los Angeles,1,1,36,0,0%,0%
EMPOWERMENT CONGRESS SE AREA NC_Regular Board Meeting Agenda_Tuesday 01.27.15 600PM | City of Los Angeles,1,1,0,1,100%,100%
Energy and the Environment Committee Meeting - CANCELLED | City of Los Angeles,1,1,9,0,0%,0%
Enforcement of Equal Benefits Ordinance (EBO) | City of Los Angeles,1,1,6,0,0%,0%
Enforcement of Service Contractor Workers Retention Ordinance (SWRO) | City of Los Angeles,1,1,0,0,0%,100%
Enforcement of Slavery Disclosure (SDO) | City of Los Angeles,1,1,106,0,0%,0%
Enhanced Infrastructure Financing District (EIFD) / Creation / Los Angeles River / Support Restoration and Maintenance | City of Los Angeles,1,1,4,0,0%,0%
Entradas Zoo de Admisión General | Ciudad de Los Ángeles,1,1,0,1,100%,100%
EPD Employee Verification - The City of Los Angeles,1,1,29,0,0%,0%
Equipment Assembler | City of Los Angeles,1,1,15,0,0%,0%
"Explorations in Science with Dr. George Fisher, PhD [physics] | City of Los Angeles",1,1,0,1,100%,100%
Exposition Park Intergenerational Community Center - The City of Los Angeles,1,1,0,1,100%,100%
Family Film Series - Latino Heritage Month | City of Los Angeles,1,1,0,1,100%,100%
Family Storytime | City of Los Angeles,1,1,42,0,0%,0%
Federal Bureau of Investigations (FBI) - The City of Los Angeles,1,1,18,0,0%,0%
Federal Bureau of Investigations (FBI) | City of Los Angeles,1,1,0,1,100%,100%
Federal Empowerment Zone (FEZ) - The City of Los Angeles,1,1,0,1,100%,100%
Feedback Regarding Senior Programs - The City of Los Angeles,1,1,0,1,100%,100%
Feel Good Yoga with Nicole Elise | City of Los Angeles,1,1,13,0,0%,0%
Financial Reports for the City of Los Angeles - The City of Los Angeles,1,1,0,0,0%,100%
Flight Cancellations -- LAX - The City of Los Angeles,1,1,0,1,100%,100%
Flughäfen in Los Angeles World | Stadt Los Angeles,1,1,53,0,0%,0%
Food and Beverages -- LAX | City of Los Angeles,1,1,19,1,0%,0%
For besøgende | City of Los Angeles,1,1,12,0,0%,0%
För besökare | City of Los Angeles,1,1,0,0,0%,100%
For Job Seekers | City of,1,1,7,0,0%,0%
Found Property - LAPD | City of Los Angeles,1,1,1718,0,0%,0%
Free Yoga for Beginners | City of Los Angeles,1,1,632,0,0%,0%
Friends of Silver Lake Library Used Book Sale | City of Los Angeles,1,1,9,0,0%,0%
Friends of the Silver Lake Library Meeting | City of Los Angeles,1,1,0,0,0%,100%
Fueler | City of Los Angeles,1,1,42,0,0%,0%
Garage - LAPD Community Police Stations - The City of Los Angeles,1,1,0,1,100%,100%
General Information on Appointment Plan Check and Regular Plan Check - The City of Los Angeles,1,1,24,0,0%,0%
GIS Statistical Data Department of City Planning - The City of Los Angeles,1,1,9,0,0%,0%
Glassell Park NC Grants and Funding Committee Meeting Agenda 01-14-15 7PM | City of Los Angeles,1,1,76,0,0%,0%
Golf Operations and Maintenance | City of Los Angeles,1,1,0,0,0%,100%
Government | City of Los Angeles,1,1,6,0,0%,0%
Governo City - A cidade de Los Angeles,1,1,314,0,0%,0%
Gradska Usluge - Grad Los Angeles,1,1,0,0,0%,100%
Graffiti Restitution / Community Beautification | City of Los Angeles,1,1,36,1,0%,0%
GRANADA HILLS SOUTH NC_Planning & Land Use Management Committee_Wed 01.28.15 700pm | City of Los Angeles,1,1,0,1,100%,100%
Greater Valley Glen Council Government Relations Committee Agenda 01-26-15 630PM | City of Los Angeles,1,1,0,1,100%,100%
Greek Theatre - The City of Los Angeles,1,1,118,0,0%,0%
Habitação - A cidade de Los Angeles,1,1,202,0,0%,0%
Harbor / Port Services | City of Los Angeles,1,1,21,0,0%,0%
Harbor Area Planning Commission Meeting Agenda | City of Los Angeles,1,1,40,0,0%,0%
Healthy Eating on a Budget - Cooking Class | City of Los Angeles,1,1,0,1,100%,100%
Hispanic Saturdays - Genealogy Research | City of Los Angeles,1,1,5,0,0%,0%
Historic Highland Park NC_Notice of Regular Meeting and Agenda_Thurs. 1.15.15 700PM | City of Los Angeles,1,1,9,0,0%,0%
History of Quaker Relief Work for Japanese-Americans | City of Los Angeles,1,1,44,0,0%,0%
Holiday Light Festival - The City of Los Angeles,1,1,36,0,0%,0%
Hollywood Joint PLUM Committee and HSDNC Board Meeting Agenda 12-20-14 930AM | City of Los Angeles,1,1,29,0,0%,0%
Hollywood Studio District NC Special Bylaws & Election Committee Meeting Agenda 12-17-14 630PM | City of Los Angeles,1,1,4,0,0%,0%
Hollywood United NC_Board Meeting Agenda_MONDAY 01.26.15 630PM | City of Los Angeles,1,1,14,0,0%,0%
Home |,1,1,4,0,0%,0%
Home | City of Los Angeles: SaferSurf active [10.40.10.17],1,1,0,1,100%,100%
