Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,Latitude/Longitude
673452,8135,1136,,E,47TH,ST,,90011,02/09/2015,,112-5A209 313,PACE,South Los Angeles,,O,"(34.00094, -118.25547)"
673453,8135,1137,,E,47TH,ST,,90011,02/09/2015,,112-5A209 256,PACE,South Los Angeles,,O,"(34.00121, -118.25552)"
673454,8135,1126,,E,47TH,ST,,90011,02/09/2015,,112-5A209 315,PACE,South Los Angeles,,O,"(34.00093, -118.25574)"
673455,8135,1040,,E,47TH,ST,,90011,02/09/2015,,112-5A209 339,PACE,South Los Angeles,,O,"(34.00065, -118.25733)"
673456,8135,1030,,E,47TH,ST,,90011,02/09/2015,,112-5A209 340,PACE,South Los Angeles,,O,"(34.00065, -118.25747)"
673457,8135,1020,,E,47TH,ST,,90011,02/09/2015,,112-5A209 341,PACE,South Los Angeles,,O,"(34.00067, -118.25764)"
673517,1114,9905,,S,SAN PEDRO,ST,,90003,02/09/2015,,091-5A205  54,GENERAL,South Los Angeles,,O,"(33.94623, -118.26968)"
673518,1114,402,,E,101ST,ST,,90003,02/09/2015,,091-5A207 185,GENERAL,South Los Angeles,,O,"(33.94457, -118.26711)"
673521,1140,1826,,E,109TH,PL,,90059,02/10/2015,,088-5A215 331,GENERAL,South Los Angeles,,O,"(33.93611, -118.23978)"
673523,1202,5514,,S,DENKER,AVE,,90062,02/10/2015,,108B193   784,CITATIONS,South Los Angeles,,O,"(33.99188, -118.3044)"
673524,3113,6740,,N,AMIGO,AVE,,91335,02/10/2015,,180B125   112,GENERAL,South Valley,,O,"(34.19316, -118.53843)"
673525,3113,6105,,N,MELVIN,AVE,,91356,02/10/2015,,177B117   530,GENERAL,South Valley,,O,"(34.18101, -118.56023)"
673528,3123,14530,,W,FILMORE,ST,,91331,02/10/2015,,201B149    44,GENERAL,North Valley,,O,"(34.2514, -118.44927)"
673529,3143,18600,,W,LANARK,ST,,91335,02/10/2015,,189B121   141,GENERAL,South Valley,,O,"(34.21735, -118.53847)"
673531,3143,8856,,N,WINNETKA,AVE,,91324,02/10/2015,,195B113    99,GENERAL,North Valley,,O,"(34.23156, -118.57085)"
673532,2111,459,,S,HOLT,AVE,,90048,02/10/2015,,138B173  1208,GENERAL,Central,,O,"(34.07048, -118.3786)"
673533,1102,1708,,N,LINCOLN,BLVD,,90291,02/10/2015,,111B149  1323,GENERAL,West Los Angeles,,O,"(33.99666, -118.45772)"
673534,2115,1916,,S,WESTWOOD,BLVD,,90025,02/10/2015,,129B153   772,GENERAL,West Los Angeles,,O,"(34.04788, -118.43497)"
673535,3142,20707,,W,BLACKHAWK,ST,,91311,02/10/2015,,204B109   104,GENERAL,North Valley,,O,"(34.25837, -118.58468)"
673536,3123,12223,,W,WICKS,ST,,91352,02/10/2015,,195B165   432,GENERAL,North Valley,,O,"(34.22977, -118.39981)"
673537,3123,8327,,N,TYRONE,AVE,,91402,02/10/2015,,192B153   697,GENERAL,North Valley,,O,"(34.2226, -118.4444)"
673538,1124,416,,E,91ST,ST,,90003,02/10/2015,,094-5A207 162,GENERAL,South Los Angeles,,O,"(33.95368, -118.2667)"
673539,3102,11045,,N,DE HAVEN,AVE,,91331,02/10/2015,,210B161   563,GENERAL,North Valley,,O,"(34.27073, -118.4102)"
673540,3102,11035,,N,DE HAVEN,AVE,,91331,02/10/2015,,210B161   594,GENERAL,North Valley,,O,"(34.27048, -118.40992)"
673541,3102,11034,,N,DE HAVEN,AVE,,91331,02/10/2015,,210B161   547,GENERAL,North Valley,,O,"(34.27063, -118.40973)"
673542,3102,11051,,N,DE HAVEN,AVE,,91331,02/10/2015,,210B161   546,GENERAL,North Valley,,O,"(34.27086, -118.41033)"
673543,2115,10615,,W,NORTHVALE,ROAD,,90064,02/10/2015,,123B161    63,GENERAL,West Los Angeles,,O,"(34.03688, -118.41876)"
673544,3123,8718,,N,BRADLEY,AVE,,91352,02/10/2015,,195B173   470,GENERAL,North Valley,,O,"(34.22805, -118.37394)"
673545,1130,2289,,W,29TH,PL,,90018,02/10/2015,,120B189   153,GENERAL,South Los Angeles,,O,"(34.02833, -118.3174)"
673548,2303,1620,,S,PERRINO,PL,,90023,02/10/2015,,118-5A219  12,VEIP,East Los Angeles,,O,"(34.0187, -118.2213)"
673549,2132,427,,N,BOYLSTON,ST,,90026,02/10/2015,,135A211   130,GENERAL,Central,,O,"(34.06456, -118.25308)"
673552,1124,214,,E,85TH,ST,,90003,02/10/2015,,097-5A205 269,GENERAL,South Los Angeles,,O,"(33.96091, -118.27132)"
673553,3111,5722,,N,WALLIS,LANE,,91367,02/10/2015,,174B109   256,GENERAL,South Valley,,O,"(34.17448, -118.58302)"
673554,1130,2340,,W,31ST,ST,,90018,02/10/2015,,120B189   556,GENERAL,South Los Angeles,,O,"(34.02637, -118.31885)"
673555,8201,7228,,W,MELROSE,AVE,,90036,02/10/2015,,141B181   628,SIGNS,Central,,O,"(34.08337, -118.34724)"
673558,3123,8420,,N,TYRONE,AVE,,91402,02/10/2015,,192B153   423,GENERAL,North Valley,,O,"(34.22402, -118.44425)"
673559,1124,7400,,S,AVALON,BLVD,,90001,02/10/2015,,102B205  1274,GENERAL,South Los Angeles,,O,"(33.97275, -118.26494)"
673560,2124,543,,S,LORENA,ST,,90063,02/10/2015,,123A227   211,GENERAL,East Los Angeles,,O,"(34.03134, -118.19888)"
673561,3107,7911,,N,BROADLEAF,AVE,,91402,02/10/2015,,189B153   617,GENERAL,North Valley,,O,"(34.21433, -118.43818)"
673563,2121,1930,,E,15TH,ST,,90021,02/10/2015,,120A215   173,GENERAL,Central,,O,"(34.02261, -118.23619)"
673564,2123,601,,N,AVENUE 64,,,90042,02/10/2015,,154-5A233  47,GENERAL,East Los Angeles,,O,"(34.11907, -118.1789)"
673565,1142,1716,,N,LAKME,AVE,,90744,02/10/2015,,036B209    19,GENERAL,Harbor,,O,"(33.79814, -118.26092)"
673599,8133,1555,,W,48TH,ST,,90062,02/10/2015,,111B193   731,PACE,South Los Angeles,,O,"(34.0002, -118.30529)"
673601,1133,4711,,W,18TH,ST,,90019,02/10/2015,,126B181   673,GENERAL,South Los Angeles,,O,"(34.04203, -118.3411)"
673602,8135,1330,,N,SANFORD,AVE,,90744,02/10/2015,,036B209   567,PACE,Harbor,,O,"(33.79185, -118.25091)"
673603,1114,1227,,W,MANCHESTER,AVE,,90044,02/10/2015,,097-5A197 302,GENERAL,South Los Angeles,,O,"(33.96018, -118.29685)"
673605,8135,1334,,E,O,ST,,90744,02/10/2015,,036B213   291,PACE,Harbor,,O,"(33.79245, -118.24691)"
673609,1114,6534,,S,BONSALLO,AVE,,90044,02/10/2015,,105B201  1609,GENERAL,South Los Angeles,,O,"(33.9796, -118.28582)"
673638,8133,1543,,E,48TH,ST,,90011,02/10/2015,,112-5A213 388,PACE,South Los Angeles,,O,"(34.00032, -118.24678)"
673639,8133,1603,,E,48TH,ST,,90011,02/10/2015,,112-5A213 396,PACE,South Los Angeles,,O,"(34.00032, -118.24548)"
673640,8133,1587,,E,48TH,ST,,90011,02/10/2015,,112-5A213 393,PACE,South Los Angeles,,O,"(34.00033, -118.24595)"
673641,8133,1638,,E,48TH,ST,,90011,02/10/2015,,111A213    29,PACE,South Los Angeles,,O,"(34.00005, -118.24471)"
673642,8133,1610,,E,48TH,ST,,90011,02/10/2015,,111A213    25,PACE,South Los Angeles,,O,"(34.00005, -118.24531)"
673643,8133,1588,,E,48TH,ST,,90011,02/10/2015,,111A213    21,PACE,South Los Angeles,,O,"(34.00002, -118.24586)"
673644,8133,1590,,E,48TH,ST,,90011,02/10/2015,,111A213    22,PACE,South Los Angeles,,O,"(34.00006, -118.24579)"
673645,8133,1542,,E,48TH,ST,,90011,02/10/2015,,111A213    16,PACE,South Los Angeles,,O,"(34.00007, -118.2468)"
673646,8133,1368,,E,48TH,ST,,90011,02/10/2015,,111A211    31,PACE,South Los Angeles,,O,"(34.00006, -118.25048)"
673647,8133,1344,,E,48TH,ST,,90011,02/10/2015,,111A211    27,PACE,South Los Angeles,,O,"(34.00006, -118.251)"
673648,8133,1320,,E,48TH,ST,,90011,02/10/2015,,111A211    23,PACE,South Los Angeles,,O,"(34.00007, -118.25153)"
673649,8133,1327,,E,48TH,ST,,90011,02/10/2015,,112-5A211 409,PACE,South Los Angeles,,O,"(34.00033, -118.25145)"
673650,8133,1333,,E,48TH,ST,,90011,02/10/2015,,112-5A211 410,PACE,South Los Angeles,,O,"(34.00033, -118.25126)"
673651,8133,1351,,E,48TH,ST,,90011,02/10/2015,,112-5A211 413,PACE,South Los Angeles,,O,"(34.00033, -118.25087)"
673652,8133,1551,,E,48TH,ST,,90011,02/10/2015,,112-5A213 389,PACE,South Los Angeles,,O,"(34.00032, -118.24661)"
673653,8133,1557,,E,48TH,ST,,90011,02/10/2015,,112-5A213 390,PACE,South Los Angeles,,O,"(34.00032, -118.24646)"
673792,2123,5323,,E,MERIDIAN,ST,,90042,02/10/2015,,156A227   284,GENERAL,East Los Angeles,,O,"(34.12109, -118.19947)"
673796,2144,4206,,N,PERLITA,AVE,,90039,02/11/2015,,159B205   606,GENERAL,East Los Angeles,,O,"(34.12943, -118.26772)"
673797,3105,15438,,W,VINTAGE,ST,,91345,02/11/2015,,204B145  1009,GENERAL,North Valley,,O,"(34.25174, -118.46883)"
673798,3105,13401,,N,PHILLIPPI,AVE,,91342,02/11/2015,,225B149   136,GENERAL,North Valley,,O,"(34.31554, -118.45067)"
673799,3105,12707,,W,FOOTHILL,BLVD,,91342,02/11/2015,,216B161    51,GENERAL,North Valley,,O,"(34.29049, -118.41172)"
673800,3105,12907,,N,DE HAVEN,AVE,,91342,02/11/2015,,222B149   576,GENERAL,North Valley,,O,"(34.30497, -118.44828)"
673802,3105,13466,,W,ALMETZ,ST,,91342,02/11/2015,,231B157   216,GENERAL,North Valley,,O,"(34.32739, -118.42653)"
673804,3113,7440,,N,CLAIRE,AVE,,91335,02/11/2015,,186B121   523,GENERAL,South Valley,,O,"(34.20595, -118.55011)"
673809,2201,1135,,N,ALAMEDA,ST,,90012,02/11/2015,,135A215   331,CITATIONS,Central,,O,"(34.06282, -118.23628)"
673810,3142,17166,,W,SAN JOSE,ST,,91344,02/11/2015,,207B133   897,GENERAL,North Valley,,O,"(34.26106, -118.50767)"
673811,3122,3606,,N,BERRY,DR,,91604,02/11/2015,,159B169   118,GENERAL,South Valley,,O,"(34.13553, -118.37993)"
673812,3122,6208,,N,RANCHITO,AVE,,91401,02/11/2015,,177B153   366,GENERAL,South Valley,,O,"(34.18334, -118.43548)"
673814,3122,4070,,N,LAUREL CANYON,BLVD,,91604,02/11/2015,,165B165  1122,GENERAL,South Valley,,O,"(34.14555, -118.39579)"
673815,8201,813,,N,LA BREA,AVE,,90046,02/11/2015,,141B181   213,SIGNS,Central,,O,"(34.08564, -118.34424)"
673816,3123,14230,,W,MONTFORD,ST,,91331,02/11/2015,,204B153   167,GENERAL,North Valley,,O,"(34.25889, -118.44322)"
673818,8202,2609,,N,HYPERION,AVE,,90027,02/11/2015,,150A205   107,SIGNS,Central,,O,"(34.10596, -118.27281)"
673819,8202,9075,,N,SAN FERNANDO,ROAD,,91352,02/11/2015,,195B169    57,SIGNS,North Valley,,O,"(34.23418, -118.38862)"
673821,2115,2100,,S,PROSSER,AVE,,90025,02/11/2015,,129B157   675,GENERAL,West Los Angeles,,O,"(34.0494, -118.42556)"
673822,3102,11278,,N,DRONFIELD,AVE,,91331,02/11/2015,,210B165    90,GENERAL,North Valley,,O,"(34.27519, -118.40146)"
673823,2111,404,,N,FAIRFAX,AVE,,90036,02/11/2015,,138B177    32,GENERAL,Central,,O,"(34.07845, -118.36127)"
673824,1120,4001,,S,MAIN,ST,,90037,02/11/2015,,115-5A203 122,GENERAL,South Los Angeles,,O,"(34.01082, -118.27421)"
673825,2111,124,,S,LA BREA,AVE,,90036,02/11/2015,,138B181   988,GENERAL,Central,,O,"(34.07273, -118.34383)"
673826,4106,651,,N,DILLON,ST,,90026,02/11/2015,,141A203   298,CNAP,East Los Angeles,,O,"(34.07973, -118.27844)"
673827,4106,653,,N,DILLON,ST,,90026,02/11/2015,,141A203   298,CNAP,East Los Angeles,,O,"(34.07978, -118.27841)"
673828,2124,3470,,E,5TH,ST,,90063,02/11/2015,,123A227   234,GENERAL,East Los Angeles,,O,"(34.03132, -118.19585)"
673829,2123,6255,,E,SAYLIN,LANE,,90042,02/11/2015,,156A233    36,GENERAL,East Los Angeles,,O,"(34.12319, -118.18102)"
673830,8202,9101,,N,SAN FERNANDO,ROAD,,91352,02/11/2015,,195B169    44,SIGNS,North Valley,,O,"(34.23442, -118.38885)"
673831,8100,1110,,E,28TH,ST,,90011,02/11/2015,,117A209    45,PACE,South Los Angeles,,O,"(34.01639, -118.25535)"
673832,1114,2941,,W,70TH,ST,,90043,02/11/2015,,102B189   584,GENERAL,South Los Angeles,,O,"(33.97648, -118.3254)"
673841,8101,737,,E,23RD,ST,,90011,02/11/2015,,120A209    89,PACE,South Los Angeles,,O,"(34.0239, -118.25907)"
673852,8101,847,,E,23RD,ST,,90011,02/11/2015,,120A209   130,PACE,South Los Angeles,,O,"(34.02345, -118.25807)"
673867,8101,957,,E,23RD,ST,,90011,02/11/2015,,120A209   191,PACE,South Los Angeles,,O,"(34.02293, -118.25691)"
673875,8101,1027,,E,23RD,ST,,90011,02/11/2015,,120A209   207,PACE,South Los Angeles,,O,"(34.02274, -118.25647)"
673881,3124,7429,,N,KRAFT,AVE,,91605,02/11/2015,,186B169   603,GENERAL,North Valley,,O,"(34.20561, -118.38027)"
673882,3124,7439,,N,KRAFT,AVE,,91605,02/11/2015,,186B169   578,GENERAL,North Valley,,O,"(34.20588, -118.38027)"
673883,3124,7918,,N,CRANER,AVE,,91352,02/11/2015,,189B173   374,GENERAL,North Valley,,O,"(34.21443, -118.36911)"
673888,8163,13377,,W,BROWNELL,ST,,91340,02/11/2015,,213B157    13,PACE,North Valley,,O,"(34.28445, -118.42433)"
673891,8163,13411,,W,BROWNELL,ST,,91340,02/11/2015,,213B157    36,PACE,North Valley,,O,"(34.28417, -118.4247)"
673893,8163,13427,,W,BROWNELL,ST,,91340,02/11/2015,,213B157    50,PACE,North Valley,,O,"(34.28399, -118.42495)"
673903,8163,13483,,W,BROWNELL,ST,,91340,02/11/2015,,213B157   137,PACE,North Valley,,O,"(34.28291, -118.42637)"
673917,1120,3929,,S,BROADWAY,PL,,90037,02/11/2015,,115-5A203  73,GENERAL,South Los Angeles,,O,"(34.01162, -118.27733)"
673921,8101,716,,E,23RD,ST,,90011,02/11/2015,,120A209   114,PACE,South Los Angeles,,O,"(34.02384, -118.25949)"
673922,8101,716,,E,23RD,ST,,90011,02/11/2015,,120A209   114,PACE,South Los Angeles,,O,"(34.02384, -118.25949)"
673924,8101,736,,E,23RD,ST,,90011,02/11/2015,,120A209   132,PACE,South Los Angeles,,O,"(34.0237, -118.2592)"
673939,8101,856,,E,23RD,ST,,90011,02/11/2015,,120A209   190,PACE,South Los Angeles,,O,"(34.02316, -118.25807)"
673959,8101,1036,,E,23RD,ST,,90011,02/11/2015,,120A209   259,PACE,South Los Angeles,,O,"(34.02245, -118.25647)"
673960,8101,1046,,E,23RD,ST,,90011,02/11/2015,,120A209   266,PACE,South Los Angeles,,O,"(34.02238, -118.25632)"
673961,3204,20420,,W,KESWICK,ST,,91306,02/11/2015,,186B109   106,CITATIONS,South Valley,,O,"(34.20957, -118.5782)"
673962,3204,4635,,N,TOBIAS,AVE,,91403,02/11/2015,,168A149    67,CITATIONS,South Valley,,O,"(34.15577, -118.45214)"
673963,3301,16435,,W,VANOWEN,ST,,91406,02/11/2015,,183B137   444,VEIP,South Valley,,O,"(34.19402, -118.49127)"
673964,1140,9503,,S,GRAPE,ST,,90002,02/11/2015,,093A215    48,GENERAL,South Los Angeles,,O,"(33.95035, -118.23642)"
673965,1140,521,,W,172ND,ST,,90248,02/11/2015,,066B201   239,GENERAL,Harbor,,O,"(33.87524, -118.28349)"
673966,3204,18031,,W,VICTORY,BLVD,,91335,02/11/2015,,180B125   640,CITATIONS,South Valley,,O,"(34.18677, -118.52666)"
673967,1142,1058,,W,VIA CORDOVA,,,90732,02/11/2015,,021B193   113,GENERAL,Harbor,,O,"(33.75404, -118.30183)"
673969,4102,8612,,N,WINNETKA,AVE,,91306,02/12/2015,,192B113    56,CNAP,North Valley,,O,"(34.22619, -118.57081)"
673970,3142,17518,,W,LUDLOW,ST,,91344,02/12/2015,,210B129   518,GENERAL,North Valley,,O,"(34.27075, -118.51605)"
673971,3142,21110,,W,NASHVILLE,ST,,91311,02/12/2015,,210B105   200,GENERAL,North Valley,,O,"(34.26891, -118.59352)"
673972,2115,991,,N,LINDA FLORA,DR,,90049,02/12/2015,,144B145   257,GENERAL,West Los Angeles,,O,"(34.08724, -118.46413)"
673975,1101,11743,,W,DARLINGTON,AVE,,90049,02/12/2015,,129B145   217,GENERAL,West Los Angeles,,O,"(34.05173, -118.46557)"
673976,1101,130,,S,KENTER,AVE,,90049,02/12/2015,,132B141   458,GENERAL,West Los Angeles,,O,"(34.0578, -118.47749)"
673977,3113,5321,,N,YOLANDA,AVE,,91356,02/12/2015,,171B121   183,GENERAL,South Valley,,O,"(34.16742, -118.54112)"
673978,3113,5219,,N,BAZA,AVE,,91364,02/12/2015,,171B105   652,GENERAL,South Valley,,O,"(34.16422, -118.60103)"
673979,3143,24009,,W,GILMORE,ST,,91307,02/12/2015,,180B089   844,GENERAL,South Valley,,O,"(34.18683, -118.64882)"
673980,3143,23614,,W,NADIR,ST,,91304,02/12/2015,,192B093   431,GENERAL,North Valley,,O,"(34.21957, -118.64167)"
673984,8126,13874,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   322,PACE,North Valley,,O,"(34.2658, -118.43495)"
673985,8126,13902,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   354,PACE,North Valley,,O,"(34.26539, -118.43546)"
673986,8126,13903,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   316,PACE,North Valley,,O,"(34.26566, -118.43574)"
674004,8126,10852,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157    68,PACE,North Valley,,O,"(34.26767, -118.42971)"
674005,8126,10950,,N,TELFAIR,AVE,,91331,02/12/2015,,210B157   769,PACE,North Valley,,O,"(34.26922, -118.43133)"
674034,8126,13862,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   490,PACE,North Valley,,O,"(34.26424, -118.43523)"
674035,8126,13877,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   471,PACE,North Valley,,O,"(34.26423, -118.4359)"
674036,8126,13917,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   520,PACE,North Valley,,O,"(34.26387, -118.4364)"
674058,8126,13932,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   418,PACE,North Valley,,O,"(34.26479, -118.43628)"
674059,8126,13933,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   374,PACE,North Valley,,O,"(34.26506, -118.43656)"
674060,8126,13952,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   465,PACE,North Valley,,O,"(34.26443, -118.43677)"
674062,8126,13923,,W,DAVENTRY,ST,,91331,02/12/2015,,207B153   353,PACE,North Valley,,O,"(34.26524, -118.4363)"
674078,8126,13672,,W,MERCER,ST,,91331,02/12/2015,,207B157   900,PACE,North Valley,,O,"(34.26218, -118.43067)"
674079,8126,13673,,W,MERCER,ST,,91331,02/12/2015,,207B157   845,PACE,North Valley,,O,"(34.26239, -118.43087)"
674080,8126,13687,,W,MERCER,ST,,91331,02/12/2015,,207B157   882,PACE,North Valley,,O,"(34.26212, -118.43124)"
674081,8126,13717,,W,MERCER,ST,,91331,02/12/2015,,207B157   948,PACE,North Valley,,O,"(34.26166, -118.43187)"
674082,8126,13716,,W,MERCER,ST,,91331,02/12/2015,,207B157  1011,PACE,North Valley,,O,"(34.26146, -118.43166)"
674110,8126,10702,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   542,PACE,North Valley,,O,"(34.26465, -118.42651)"
674111,8126,10711,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   564,PACE,North Valley,,O,"(34.26455, -118.42677)"
674112,8126,10740,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   404,PACE,North Valley,,O,"(34.2654, -118.42731)"
674113,8126,10780,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   289,PACE,North Valley,,O,"(34.26612, -118.42808)"
674114,8126,10781,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   355,PACE,North Valley,,O,"(34.26586, -118.42822)"
674117,8126,10715,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   547,PACE,North Valley,,O,"(34.26466, -118.42688)"
674123,8126,10752,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   374,PACE,North Valley,,O,"(34.26565, -118.42758)"
674125,8126,10786,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   284,PACE,North Valley,,O,"(34.26627, -118.42823)"
674127,8126,10792,,N,TELFAIR,AVE,,91331,02/12/2015,,207B157   256,PACE,North Valley,,O,"(34.2664, -118.42837)"
674128,8126,13818,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   377,PACE,North Valley,,O,"(34.26524, -118.4339)"
674131,8126,13820,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   386,PACE,North Valley,,O,"(34.26509, -118.4341)"
674132,8126,13824,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   392,PACE,North Valley,,O,"(34.26505, -118.43415)"
674135,8126,13829,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   359,PACE,North Valley,,O,"(34.26516, -118.4345)"
674140,8126,13841,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   382,PACE,North Valley,,O,"(34.26499, -118.43474)"
674143,8126,13850,,W,WEIDNER,ST,,91331,02/12/2015,,207B153   448,PACE,North Valley,,O,"(34.2646, -118.43478)"
674151,8126,13762,,W,JUDD,ST,,91331,02/12/2015,,207B153   781,PACE,North Valley,,O,"(34.26184, -118.43278)"
674159,8126,13783,,W,JUDD,ST,,91331,02/12/2015,,207B153   774,PACE,North Valley,,O,"(34.26174, -118.43342)"
674161,8126,13803,,W,JUDD,ST,,91331,02/12/2015,,207B153   785,PACE,North Valley,,O,"(34.26156, -118.43366)"
674163,8126,13806,,W,JUDD,ST,,91331,02/12/2015,,207B153   853,PACE,North Valley,,O,"(34.26126, -118.43356)"
674166,8126,13813,,W,JUDD,ST,,91331,02/12/2015,,207B153   807,PACE,North Valley,,O,"(34.26138, -118.4339)"
674168,8126,13817,,W,JUDD,ST,,91331,02/12/2015,,207B153   817,PACE,North Valley,,O,"(34.26128, -118.43404)"
674172,8126,13857,,W,LOUVRE,ST,,91331,02/12/2015,,207B153   560,PACE,North Valley,,O,"(34.26361, -118.43484)"
674173,8126,13892,,W,LOUVRE,ST,,91331,02/12/2015,,207B153   687,PACE,North Valley,,O,"(34.2628, -118.43543)"
674180,8126,13867,,W,LOUVRE,ST,,91331,02/12/2015,,207B153   575,PACE,North Valley,,O,"(34.26346, -118.43504)"
674191,2103,1200,,N,LAS PALMAS,AVE,,90038,02/12/2015,,144B185   462,GENERAL,Central,,O,"(34.09273, -118.33616)"
674192,3123,8800,,N,LANKERSHIM,BLVD,,91352,02/12/2015,,195B169   346,GENERAL,North Valley,,O,"(34.2292, -118.38756)"
674195,3123,8340,,N,COLUMBUS,AVE,,91343,02/12/2015,,192B145   340,GENERAL,North Valley,,O,"(34.22269, -118.46535)"
674196,8202,11402,,W,VENTURA,BLVD,,91604,02/12/2015,,162B173   621,SIGNS,South Valley,,O,"(34.1397, -118.37904)"
674197,8202,11801,,W,VENTURA,BLVD,,91604,02/12/2015,,162B169   272,SIGNS,South Valley,,O,"(34.14212, -118.38916)"
674200,1130,5407,,W,HOMESIDE,AVE,,90016,02/12/2015,,120B177   385,GENERAL,South Los Angeles,,O,"(34.02745, -118.36239)"
674201,3111,23041,,W,HATTERAS,ST,,91367,02/12/2015,,174B097   105,GENERAL,South Valley,,O,"(34.17569, -118.62894)"
674203,1101,15233,,W,LA CRUZ,DR,,90272,02/12/2015,,129B125   842,GENERAL,West Los Angeles,,O,"(34.04563, -118.52565)"
674204,2115,4753,,N,FIRMAMENT,AVE,,91436,02/12/2015,,168B141   456,GENERAL,South Valley,,O,"(34.15754, -118.47286)"
674206,3102,12675,,W,PIERCE,ST,,91331,02/12/2015,,210B161   581,GENERAL,North Valley,,O,"(34.27035, -118.40926)"
674208,2132,1034,,S,MARIPOSA,AVE,,90006,02/12/2015,,129B197   366,GENERAL,Central,,O,"(34.05169, -118.2988)"
674217,8163,13432,,W,BROWNELL,ST,,91340,02/12/2015,,213B157    87,PACE,North Valley,,O,"(34.2837, -118.42488)"
674224,8163,13476,,W,BROWNELL,ST,,91340,02/12/2015,,213B157   168,PACE,North Valley,,O,"(34.28283, -118.42607)"
674226,1130,5860,,W,BOWCROFT,ST,,90016,02/12/2015,,117B173   160,GENERAL,South Los Angeles,,O,"(34.01911, -118.37424)"
674227,3107,16938,,W,HARTLAND,ST,,91406,02/12/2015,,183B133   914,GENERAL,South Valley,,O,"(34.19475, -118.50267)"
674228,3107,16926,,W,HARTLAND,ST,,91406,02/12/2015,,183B133   916,GENERAL,South Valley,,O,"(34.19474, -118.50243)"
674229,3107,6454,,N,WHITAKER,AVE,,91406,02/12/2015,,180B137   537,GENERAL,South Valley,,O,"(34.18831, -118.49803)"
674231,3107,6909,,N,SEPULVEDA,BLVD,,91406,02/12/2015,,183B145   581,GENERAL,South Valley,,O,"(34.19606, -118.46639)"
674232,3107,15432,,W,HARTLAND,ST,,91406,02/12/2015,,183B145   655,GENERAL,South Valley,,O,"(34.19522, -118.46978)"
674233,1101,17299,,W,PACIFIC COAST,HWY,,90272,02/12/2015,,126B117   665,GENERAL,West Los Angeles,,O,"(34.03877, -118.55471)"
674234,1101,17315,,W,SUNSET,BLVD,,90272,02/12/2015,,126B117   427,GENERAL,West Los Angeles,,O,"(34.04143, -118.55411)"
674235,1140,9215,,S,BEACH,ST,,90002,02/12/2015,,094-5A213 187,GENERAL,South Los Angeles,,O,"(33.95272, -118.24201)"
674236,2131,476,,N,WREN,DR,,90065,02/12/2015,,150A223   487,GENERAL,East Los Angeles,,O,"(34.10395, -118.20912)"
674237,1102,1126,,E,SUPERBA,AVE,,90291,02/12/2015,,111B149   809,GENERAL,West Los Angeles,,O,"(33.99936, -118.45527)"
674239,2144,300,,N,MOUNTAIN VIEW,AVE,,90026,02/13/2015,,136-5A205 156,GENERAL,Central,,O,"(34.06893, -118.26758)"
674240,2144,2737,1/2,W,COUNCIL,ST,,90026,02/13/2015,,138A203   301,GENERAL,Central,,O,"(34.07194, -118.27784)"
674242,3105,15334,,W,CHATSWORTH,ST,,91345,02/13/2015,,207B145   326,GENERAL,North Valley,,O,"(34.26438, -118.46616)"
674243,3105,12349,,N,GLADSTONE,AVE,,91342,02/13/2015,,219B161   293,GENERAL,North Valley,,O,"(34.29389, -118.41128)"
674245,3111,6846,,N,RESEDA,BLVD,,91335,02/13/2015,,183B125   874,GENERAL,South Valley,,O,"(34.19523, -118.53584)"
674246,3204,9805,,N,MASON,AVE,,91311,02/13/2015,,201B109   168,CITATIONS,North Valley,,O,"(34.24818, -118.57997)"
674249,1202,3784,,S,WASATCH,AVE,,90066,02/13/2015,,111B153   176,CITATIONS,West Los Angeles,,O,"(34.00344, -118.43572)"
